voltage,current,temperature,current_load,voltage_load,time,ic
4.185868202467219,-0.0016642723739925792,23.388309543266857,0.0006,0.0,0.0,159684.53980842407
4.18575078346083,-0.0014433623490923868,23.381334724831305,0.0006,4.201,9.375,123.55476032112924
3.9874581402933598,-2.009875559327474,23.40161432578307,1.9986,3.039,21.625,1155.3100670974495
3.967522366637492,-2.0083243544616303,23.482239229405117,1.9986,3.031,33.141,1579.5620829522761
3.953020879011765,-2.0109010670922465,23.592401380852557,1.9986,3.018,44.594,1836.618202620735
3.940446681518216,-2.0086939418193372,23.705304412354423,1.9986,3.009,56.141,2181.0316216267297
3.9298865411829644,-2.0103002851532668,23.819169460414834,1.9986,3.0,67.657,2448.617556135718
3.9205318749376774,-2.009171191524808,23.934187344395482,1.9986,2.993,79.11,2730.728307265177
3.912120931989273,-2.0090862646534844,24.05184465696495,1.9986,2.986,90.594,2828.95797911735
3.9040013345369395,-2.006382251404695,24.16389750411447,1.9986,2.979,102.07900000000001,3149.9056908873567
3.896729370786956,-2.005976096745103,24.285312303456013,1.9986,2.974,113.532,3285.6634348104144
3.8897487410130718,-2.0102440852977526,24.393167170301027,1.9986,2.967,125.0,3636.3563856972896
3.8834490284518655,-2.0081330772399766,24.513427731526306,1.9986,2.962,136.454,3666.1356672470415
3.8771928497171535,-2.0085830451789985,24.622636105750058,1.9986,2.957,147.922,3773.4308658681766
3.8711304622471934,-2.008978338988408,24.735155249195838,1.9986,2.951,159.36,4398.754062356916
3.8659158038064554,-2.0099154118300024,24.854247386655217,1.9986,2.948,170.829,4233.218627798713
3.8604977042428317,-2.0084178867599323,24.970358400588072,1.9986,2.943,182.297,4797.868514244019
3.855716831250606,-2.0057075770328314,25.08833939805312,1.9986,2.939,193.766,4696.275353457482
3.850826146980338,-2.007854214519002,25.196032529399766,1.9986,2.935,205.25,5150.6012375844175
3.8463606488881608,-2.0089617279938956,25.31941510092309,1.9986,2.931,216.75,5090.724095481492
3.8418485206389814,-2.0078878686354833,25.421507683680183,1.9986,2.927,228.235,5166.446088931864
3.8374211058152783,-2.0100263212263823,25.52355871184432,1.9986,2.923,239.672,5947.862642408649
3.8335487904333156,-2.008766016175669,25.61860832938102,1.9986,2.92,251.188,5804.882013005677
