voltage,current,temperature,current_load,voltage_load,time,ic
4.20178017149305,-0.004727548505757115,23.15836420422582,0.0006,0.0,0.0,170594.26252329053
4.201670074003708,0.0012645403116355951,23.16108693809884,0.0004,4.217,9.390999999999998,102.90109753333762
4.00427664976526,-1.9884995890370194,23.186780723888944,2.0,2.989,19.547000000000004,1090.32707506356
3.9871368387604655,-1.9872148714900957,23.256680433334264,2.0,3.004,28.891,1404.4069388837825
3.9738087929628017,-1.9899126163712129,23.32892378505546,2.0,2.994,38.25,1639.4225999813464
3.9623901386144884,-1.990540306878102,23.42011105654707,2.0,2.983,47.61,1868.874908442202
3.9523905394355485,-1.9862002991407395,23.513428026375966,2.0,2.975,56.954,2093.471549330327
3.943494311537941,-1.98715799075198,23.61904054735697,2.0,2.967,66.26599999999999,2304.343068618333
3.935330596570239,-1.991348724065778,23.719295141987498,2.0,2.961,75.672,2549.9898654389576
3.9279893909232206,-1.9878023678794474,23.84250990296444,2.0,2.957,85.03200000000001,2685.8019702354186
3.921020150373308,-1.9895225653363495,23.94629000732855,2.0,2.953,94.391,2869.846740919981
3.9145194548016624,-1.986314402512737,24.04757688250715,2.0,2.952,103.719,3018.440470020933
3.90830763774374,-1.989519198581878,24.145393701062307,2.0,2.952,113.094,3328.0047418946365
3.902692261129414,-1.9863280076657688,24.258859780603366,2.0,2.95,122.438,3481.973825818018
3.897280388168085,-1.990822833002827,24.36244563323165,2.0,2.947,131.86,3506.4916863977264
3.8919508446609683,-1.990622533495496,24.472088177533376,2.0,2.944,141.204,3757.742566245692
3.8869446475443854,-1.9877111747489467,24.584162036206767,2.0,2.941,150.61,4084.0634598642405
3.882368812672167,-1.989363498735247,24.67691637214852,2.0,2.937,159.954,4066.4057576919736
3.87775048358278,-1.9903469712522668,24.790200378109798,2.0,2.933,169.344,4141.503810063509
3.873253083398156,-1.9901083977188423,24.892396073608793,2.0,2.929,178.657,4390.845620302605
3.8689828353363014,-1.9882264181771292,25.012243194459295,2.0,2.925,188.032,4760.436868782697
3.8650441211979087,-1.9897985935690328,25.11791625119768,2.0,2.922,197.407,4634.58307420424
3.860985072153194,-1.989688863150387,25.222997335494114,2.0,2.919,206.813,5182.175219806596
3.8573669004000783,-1.990265683678362,25.320738134501052,2.0,2.915,216.188,4959.657499609482
3.853579945352985,-1.9889047117910894,25.40932446497093,2.0,2.912,225.579,5202.352727286607
3.849993875553806,-1.9889472182367678,25.519021498769188,2.0,2.909,234.907,5372.977112558274
3.846510145843465,-1.9880598321147036,25.621992258668683,2.0,2.905,244.266,5235.947141263269
3.8429291318465446,-1.9859661751733082,25.730840179139246,2.0,2.902,253.641,5932.279125377527
3.839758006617537,-1.990011837621737,25.817238513168174,2.0,2.899,263.047,5725.680950216109
3.836494115359451,-1.9888511149486396,25.91621980849171,2.0,2.896,272.391,6084.258470772206
3.8334123922390293,-1.9900757021868827,26.02151272187774,2.0,2.893,281.766,6415.422141421127
3.8304947354446077,-1.9878270238160154,26.112236465143468,2.0,2.89,291.125,5761.131703983128
3.8272509283316616,-1.9880829020134985,26.214860789204412,2.0,2.887,300.469,6173.0019628979835
3.82422355200612,-1.9901165636483586,26.322326581753973,2.0,2.884,309.813,6413.9671473303615
3.8213002442358572,-1.9921196537307324,26.408473416729176,2.0,2.881,319.188,6355.58735097534
3.818355119109518,-1.988642645605368,26.501179645921717,2.0,2.878,328.547,6341.291632694879
3.8153834847656816,-1.9862290180634672,26.605521736171006,2.0,2.875,337.969,6247.532989356298
3.8124021479673433,-1.9865703676048956,26.69267730695159,2.0,2.873,347.282,5935.955754252542
3.809254213452061,-1.9895300928274675,26.79151807182698,2.0,2.87,356.625,6338.970208451861
3.806286223481874,-1.9885455385098114,26.883018961330187,2.0,2.867,366.032,6448.206768190666
3.803378438313989,-1.9881805545473894,26.97762435541781,2.0,2.864,375.407,5966.257431776649
3.8002307363895,-1.989290094495357,27.07805655214592,2.0,2.861,384.797,5924.17096875465
3.7970708005775977,-1.9899735456022827,27.164733622026105,2.0,2.858,394.157,5978.406392254042
3.7939345132846674,-1.9878105771327517,27.256126705929205,2.0,2.855,403.532,6116.337062951424
3.790868952998009,-1.9874520641241147,27.34843672897845,2.0,2.852,412.907,6120.770947985526
3.7878108415020773,-1.9882477978597357,27.438078674612697,2.0,2.849,422.266,5609.0812526160735
3.7844623430307385,-1.9889736352851328,27.53019368761339,2.0,2.846,431.657,6228.686663243799
3.7814472611980268,-1.9904154398950988,27.612244711391526,2.0,2.842,441.047,5276.525492339029
3.777911601221194,-1.9922689158150342,27.700914831826857,2.0,2.839,450.375,6608.426784861294
3.775078854395144,-1.9912172127886214,27.795152187551917,2.0,2.836,459.735,5650.283773771881
3.771760436993343,-1.9883866896256635,27.872928474772028,2.0,2.833,469.11,5491.685105482511
3.7683574742157897,-1.990418702867216,27.961842697005213,2.0,2.829,478.454,6010.957512362309
3.7652381708499885,-1.989810272553577,28.04350740752719,2.0,2.826,487.829,5276.328371066486
3.7616845633636125,-1.9871821027396281,28.13306922472072,2.0,2.823,497.204,5423.147108276146
3.7582389625663404,-1.9851694914350253,28.201479724673767,2.0,2.82,506.547,5566.3866050708775
3.7548590320414177,-1.9901082253828903,28.279439931936967,2.0,2.816,515.954,5451.948863736088
3.751414392249413,-1.9850050286685712,28.331911333195546,2.0,2.813,525.344,6443.398896215909
3.7485140596297803,-1.9905291416782576,28.41634024538873,2.0,2.809,534.688,5098.645768410532
3.744848772640089,-1.9877841717133788,28.47554766326422,2.0,2.806,544.032,5471.8970713293775
3.7414280211610316,-1.9902803245732055,28.548397825333677,2.0,2.803,553.391,6202.17387686357
3.738410047081036,-1.9874887376746215,28.606648513144282,2.0,2.799,562.75,5501.375986072944
3.734984722208185,-1.9880571508468654,28.65874788936869,2.0,2.797,572.172,5865.377491223336
3.731771970764958,-1.987835102327404,28.696088191590672,2.0,2.793,581.594,6155.924562847971
3.728741394316281,-1.9895834792694393,28.748520001965268,2.0,2.79,590.922,5908.869434619888
3.7255786911618487,-1.9873239636849558,28.786429250501595,2.0,2.787,600.266,6866.52267611764
3.722848051377433,-1.9902069195731893,28.81470214812867,2.0,2.784,609.641,6205.592198375708
3.7198165921067248,-1.9888537767250851,28.83785649871004,2.0,2.781,619.047,6649.428577157091
3.717006125044307,-1.9892006036908132,28.86810592317579,2.0,2.778,628.391,6437.762564535989
3.7140790211303156,-1.9870997917484727,28.899299600756244,2.0,2.775,637.813,6235.302925747637
3.711052063142106,-1.989302954400627,28.92582292262325,2.0,2.773,647.25,7800.788758001455
3.7086443578981028,-1.9883347835433236,28.95369541845124,2.0,2.77,656.641,6513.603581297594
3.7057608542022487,-1.9859927308107164,28.96238572539647,2.0,2.768,666.032,7299.869566933038
3.703205192100489,-1.9890802628014008,28.98199389231962,2.0,2.765,675.36,6843.891121368379
3.700465522566376,-1.9882011955395573,28.993700292031228,2.0,2.762,684.735,7267.072743109941
3.697881263310432,-1.9888238522726354,29.001499251850852,2.0,2.759,694.125,6950.9704951193835
3.695188114200801,-1.9894209791744784,29.031316704776124,2.0,2.757,703.485,7272.5551262760455
3.6926099281747846,-1.9875350398602902,29.03273032175474,2.0,2.755,712.86,7034.974427391515
3.6899492219855596,-1.9907813625749744,29.041352608562402,2.0,2.752,722.219,8096.390552638968
3.687625717471086,-1.988276009376101,29.0417361296049,2.0,2.749,731.625,7281.192851680145
3.6850632252558584,-1.9908938064967405,29.060159181982204,2.0,2.747,740.954,7245.1350438019435
3.6824752817756274,-1.9871945662339336,29.070295796289308,2.0,2.745,750.329,8056.687240652484
3.6801480225138565,-1.9897517956127555,29.073315214561156,2.0,2.742,759.704,7438.504616740719
3.6776316565284306,-1.9894917446872307,29.092384197871475,2.0,2.739,769.063,7435.3905752379105
3.6751099329134744,-1.989074466515045,29.089014925061417,2.0,2.737,778.438,8259.16318993116
3.6728436016194252,-1.9872640942401867,29.10149109426667,2.0,2.735,787.797,6866.231413086455
3.6701218757008403,-1.9864514414839742,29.115255953175435,2.0,2.732,797.141,8786.048708217708
3.667991452728965,-1.9876109649209441,29.12381945715143,2.0,2.729,806.5,7504.548515417902
3.665513755374914,-1.990496184400733,29.139067529097442,2.0,2.727,815.797,7447.000765784491
3.662979043671012,-1.9890685412498759,29.151635821642174,2.0,2.725,825.235,7970.775159206365
3.660618921898129,-1.990066611397743,29.16477038059779,2.0,2.723,834.641,7983.6119309881515
3.658270360850563,-1.9918841234659503,29.170660987366485,2.0,2.719,844.016,8061.370722134737
3.655959835675377,-1.988209051103515,29.195650947563024,2.0,2.717,853.329,7652.38085869251
3.653505697499718,-1.9901795184577704,29.213574362553373,2.0,2.715,862.719,7762.092917671308
3.6510821243475373,-1.9886202148420493,29.230234860047172,2.0,2.713,872.125,7885.871651912493
3.648704454404678,-1.9893724865423255,29.260555114572533,2.0,2.711,881.5,8351.063322882526
3.64646665554273,-1.9905757387933247,29.291996666117733,2.0,2.708,890.844,8165.049705190423
3.6441778758445342,-1.990433955530557,29.300467741086898,2.0,2.706,900.188,8197.25004479477
3.6418944271394547,-1.9895557997167224,29.338138827475078,2.0,2.704,909.547,7508.412282341918
3.6394054854967655,-1.9896637119267508,29.34721161352287,2.0,2.701,918.891,8616.453845272976
3.6372147930914025,-1.989581296728441,29.370253501122995,2.0,2.699,928.329,8455.197314862406
3.6349936740210067,-1.9880022833159383,29.39585405023599,2.0,2.697,937.719,8320.05945211468
3.632740084355222,-1.9888160021721382,29.42489729422344,2.0,2.694,947.094,7804.764099354293
3.6303497494568817,-1.991261104785903,29.47146124991382,2.0,2.692,956.422,9084.810161443
3.628278820107158,-1.9876306667443437,29.507417215649657,2.0,2.69,965.829,8928.172011289706
3.626189254630999,-1.9899630683676635,29.55549419905036,2.0,2.688,975.157,8266.6037386713
3.6239249632010813,-1.9888447938185683,29.567895640501145,2.0,2.685,984.516,8440.312984570877
3.621710827299467,-1.9893397029339925,29.60077853603692,2.0,2.683,993.86,8439.662560926152
3.6194929661154593,-1.989440569694458,29.64472004747803,2.0,2.681,1003.219,9394.952837800014
3.6174938075965968,-1.9877647689296185,29.68662648374359,2.0,2.679,1012.61,8491.476133693643
3.615289479432059,-1.9870228140354245,29.717077280646503,2.0,2.677,1021.969,9168.63324066542
3.613234211268815,-1.9876518439228654,29.74263205683369,2.0,2.675,1031.391,8876.652663276487
3.611128913167278,-1.9886641596304875,29.78222451584027,2.0,2.673,1040.735,7894.078484020148
3.6087577687660803,-1.9900117059694178,29.829995113942104,2.0,2.671,1050.094,9805.145568983735
3.6068455075081434,-1.9911447176851262,29.853719406260677,2.0,2.669,1059.469,9045.061878576975
3.6047690153567205,-1.9902370546976975,29.890477995837003,2.0,2.666,1068.86,9060.19201867941
3.602703054727916,-1.9874226181608732,29.925588804503192,2.0,2.664,1078.219,9593.987498854669
3.600755168095561,-1.9885194020519126,29.95770044001874,2.0,2.662,1087.563,8347.63570665975
3.598509023120039,-1.9915043121586056,30.00921421626564,2.0,2.66,1096.938,9285.28718463929
3.5964931457833678,-1.9895371579628278,30.05005931552229,2.0,2.658,1106.297,10885.294882540755
3.5947676987281736,-1.9883592431282697,30.082898241274076,2.0,2.656,1115.688,8536.047458449746
3.5925748805542925,-1.988585993308025,30.11821819589724,2.0,2.654,1125.047,8808.379161159552
3.5904425926887997,-1.9886068629007367,30.158386703057396,2.0,2.652,1134.438,9965.17524842455
3.5885642514119658,-1.9911766760172938,30.19061966909341,2.0,2.65,1143.797,9304.103001157993
3.586545572126315,-1.9898487328375822,30.226450869192902,2.0,2.648,1153.188,10907.508349319247
3.5848322569124726,-1.988651268642963,30.270547895743967,2.0,2.646,1162.532,9181.064683236013
3.5827900101091976,-1.989389214607943,30.320275913451017,2.0,2.645,1171.907,9889.869750342023
3.5808973663765182,-1.9890706991974434,30.35966452682693,2.0,2.643,1181.266,9860.348623631953
3.5789958108924593,-1.990136873228384,30.411691226799107,2.0,2.641,1190.641,9667.95666586551
3.5770597244321127,-1.988810708307331,30.438951766098285,2.0,2.639,1200.0,10456.186993317311
3.575269396847883,-1.9885690375224372,30.468730748298608,2.0,2.637,1209.36,11287.367077659479
3.5736082477179756,-1.9905535620342976,30.516428524291488,2.0,2.635,1218.735,9564.361049172456
3.571647844936901,-1.9904872412804098,30.544988873156314,2.0,2.633,1228.11,9093.967192470205
3.569589557326682,-1.9871509181098002,30.58555703582588,2.0,2.632,1237.469,10870.134654844134
3.5678589439904784,-1.9879498185377709,30.607342240932965,2.0,2.63,1246.875,10657.522741967821
3.566108255725322,-1.989953801953683,30.65328641033555,2.0,2.628,1256.204,10407.928123299518
3.5643038620191474,-1.9883127431334462,30.696394457131362,2.0,2.626,1265.594,11127.194827977506
3.56262149730015,-1.9900539838883209,30.72482643098709,2.0,2.624,1274.954,11117.877628271666
3.5609350243394906,-1.9911793867721317,30.761822911250956,2.0,2.622,1284.329,9539.554704736567
3.5589663789905965,-1.9900771783239213,30.806330217308282,2.0,2.621,1293.719,11058.172364281241
3.5572735133539144,-1.9890294336376895,30.838750970660943,2.0,2.619,1303.079,11183.460622814244
