voltage,current,temperature,current_load,voltage_load,time,ic
4.181536580807847,-0.0036061493825512783,24.21808498792451,0.0008,0.0,0.0,128141.21201168753
4.181390008134581,0.0007670949987474722,24.207764443084063,0.0006,4.197,9.391000000000002,84.61864545426873
3.939882951500776,-2.0118187820790263,24.27887472530904,1.9988,3.01,19.608999999999998,749.4087364054567
3.9149032587235197,-2.0096502049030613,24.380175398845264,1.9988,2.993,28.968999999999998,975.9587861710107
3.895787697426927,-2.0085486654826803,24.47575072457254,1.9988,2.975,38.297,1169.6010849188854
3.8797292307905846,-2.007824667652613,24.59170826276425,1.9988,2.959,47.688,1373.9205457721705
3.8660603180883255,-2.0113117343496554,24.70180105868762,1.999,2.945,57.078,1508.043392969073
3.85362698885694,-2.008475442091596,24.81182065709975,1.9988,2.933,66.453,1836.5306924684444
3.843417521584276,-2.01018243581516,24.941319065874882,1.9988,2.924,75.828,1911.9630598386386
3.833626537441737,-2.0105138797188475,25.052449532724378,1.9988,2.916,85.188,2130.6678319127473
3.824870597299133,-2.0089269769404847,25.160161332021264,1.9988,2.908,94.51599999999999,2431.202666354752
3.817132863106777,-2.010525202282353,25.27647662344994,1.999,2.902,103.922,2638.7308635493036
3.8100271744368914,-2.009505261063884,25.39539258617903,1.9988,2.895,113.297,2992.8970643016687
3.8037309338395233,-2.0103375512055637,25.49976552356716,1.999,2.889,122.719,3112.1892339421042
3.7977165180720442,-2.0085742036222096,25.611176479302657,1.9988,2.883,132.078,3148.5844837763098
3.791761461094341,-2.0101117358823157,25.718852744476923,1.9988,2.878,141.453,3446.680645779272
3.786348717090093,-2.011263149322651,25.83478379476619,1.9988,2.873,150.781,3716.549134939387
3.7813117865073615,-2.0089459203137032,25.93731891301828,1.9988,2.867,160.141,3975.2194462133743
3.7766111655094945,-2.0120638735699026,26.038680466081537,1.9988,2.863,169.484,4210.491373615541
3.772158003553744,-2.0111346355365574,26.147994060497428,1.9988,2.86,178.859,4410.424238430189
3.7678994563064423,-2.0111218461478444,26.253125989560626,1.9988,2.856,188.25,4654.548009623813
3.7638913335066717,-2.011211641507396,26.363426979195278,1.9988,2.853,197.578,4955.420667753953
3.7601136522046956,-2.0103361789849155,26.463346500661512,1.9988,2.849,206.938,5121.771310826783
3.7564407041446692,-2.009376880244762,26.573146750860143,1.9988,2.846,216.344,4745.544656526707
3.7525094377990156,-2.00979524732885,26.684918527266085,1.9988,2.843,225.672,5431.370264948973
3.7490572702822837,-2.0113554950062498,26.78846592660689,1.9988,2.839,235.047,5115.0097862851135
3.7453853320485857,-2.0112916303754367,26.8908396574845,1.9988,2.836,244.438,5504.195516655675
3.7419733892963394,-2.0122167849544654,26.99505675589211,1.9988,2.833,253.828,5142.689044390299
3.7383457151673056,-2.0094673191235546,27.097970676842618,1.9988,2.829,263.156,5343.722106694198
3.7348485273220415,-2.010870188202891,27.205206608317205,1.9988,2.825,272.5,5218.350088478258
3.7312374242568014,-2.0105428972107497,27.31535672691484,1.9988,2.823,281.922,5482.750802474161
3.7278176080595125,-2.0091510523466707,27.405921795069453,1.999,2.819,291.297,5172.653527115672
3.7242171349363136,-2.0111608944661823,27.50884904804879,1.9988,2.815,300.609,4925.007172769416
3.7204100338819903,-2.009346739383479,27.611903055414977,1.9988,2.812,309.984,4982.190642111625
3.716633783362595,-2.009599790464004,27.715542298495595,1.9988,2.809,319.391,4905.355253366403
3.7128179537165864,-2.0095517206617197,27.813024666669364,1.9988,2.805,328.75,4716.883237701459
