voltage,current,temperature,current_charge,voltage_charge,time
3.6980064527480248,-0.0034201171412799594,25.965674335617333,0.0,0.003,0.0
3.3394210742343233,-3.7834249844961874,25.966624983408124,-3.777,1.506,2.5470000000000006
3.8192610962238507,1.5098980087319671,25.978041606647864,1.498,4.548,5.234000000000002
3.831151264427668,1.513760618209341,25.982994174680517,1.5,4.575,7.702999999999999
3.8388557847227127,1.511113082786123,26.003176616125096,1.5,4.58,10.187000000000001
3.8442704405682235,1.5086613437775882,26.005446047780875,1.5,4.586,12.64
3.8487343713107998,1.5110951588621953,26.017218299752823,1.5,4.591,15.140000000000004
3.8527249293261203,1.512148775326226,26.01131686125739,1.5,4.596,17.656000000000002
3.8564797830949087,1.507944006083238,26.012009824706773,1.5,4.602,20.172
3.8594920292025137,1.5097531379582507,26.010383486482542,1.5,4.602,22.733999999999998
3.8628342496843384,1.5122038031023333,26.00766543854902,1.5,4.607,25.250000000000004
3.8655790109512616,1.508929241042145,26.010827271630546,1.5,4.613,27.781000000000002
3.8681454261998827,1.5099782977443736,26.004267060617067,1.5,4.613,30.297
3.8706482954662693,1.5138172979820848,26.00509321715271,1.5,4.618,32.812
3.8734511456473246,1.5099524821727024,26.003124479112508,1.5,4.618,35.343
3.875752675914687,1.5107468971509217,25.998521165004686,1.5,4.623,37.858999999999995
3.8778957213687963,1.5118571785599773,25.985576816585652,1.5,4.623,40.39
3.880211753166918,1.5111967385191696,25.996704705015826,1.5,4.623,42.906
3.8824568369360946,1.511974240158283,25.985696675272422,1.498,4.629,45.375
3.8843553018236316,1.513495987021979,25.99294305289922,1.5,4.629,47.843
3.8864222652198372,1.5135407851359248,25.986109300857795,1.5,4.634,50.312
3.8881544699860977,1.509557406026408,25.984023139250368,1.5,4.634,52.797
3.8900167393610605,1.5127629556881155,25.974539308438988,1.5,4.634,55.312
3.892147053786878,1.5142981620561853,25.981061431329366,1.5,4.64,57.843
3.894073698139013,1.5090990205309505,25.974395160759553,1.5,4.64,60.375
3.895463699992012,1.509227369695823,25.967028137665647,1.5,4.64,62.906000000000006
3.897264266681978,1.507984965011993,25.96963702388536,1.5,4.645,65.35900000000001
3.899083181654686,1.5081070237174539,25.967356689799075,1.5,4.645,67.843
3.9005714974444823,1.5115668962288953,25.966658153587538,1.498,4.645,70.297
3.902246731594635,1.5110517744203293,25.964938168238586,1.5,4.65,72.765
3.9037228399272865,1.509642312873148,25.96016867732019,1.498,4.65,75.25
3.905530527668202,1.5102167982504007,25.96142587569804,1.5,4.65,77.781
3.906873263201476,1.509681709307531,25.95716030557112,1.5,4.656,80.297
3.9085399824291485,1.5089673506935675,25.953144674921795,1.498,4.656,82.828
3.9096875470567176,1.5098133353991974,25.95945417012593,1.5,4.656,85.343
3.911171838169408,1.510786855052217,25.95717196861772,1.5,4.661,87.859
3.912820841967734,1.5104353025041655,25.95167744060815,1.498,4.661,90.39
3.914005714598497,1.5102336996790633,25.947003324735967,1.498,4.661,92.906
3.915544583500164,1.5102220809324927,25.94689909513565,1.5,4.661,95.437
3.916724063121381,1.5117822272118073,25.942958731886367,1.5,4.661,97.922
3.9181695492571906,1.5089014751968866,25.951799194907526,1.5,4.667,100.39
3.919603660332243,1.5103505980564471,25.947303810051235,1.5,4.667,102.906
3.9207662728743156,1.5080201299142317,25.949602740658353,1.5,4.667,105.437
3.922176980049196,1.5085886431192748,25.94234122509922,1.5,4.672,107.953
3.9233680562182167,1.5084331680454606,25.940927925940425,1.5,4.672,110.468
3.924572164610701,1.5109218816978847,25.946348667528078,1.5,4.672,113.0
3.925905404605165,1.5126031951406398,25.93984604119192,1.5,4.672,115.515
3.9271247668000617,1.508774760992988,25.94193914757259,1.5,4.672,118.078
3.9283315657240525,1.5092432195197005,25.939257174488933,1.5,4.677,120.593
3.9293713430015442,1.5106620288127817,25.944330866937825,1.498,4.677,123.125
3.930540013150788,1.5111696961656742,25.944430875359966,1.5,4.677,125.64
3.9315552911174074,1.5105620030855853,25.94079274241564,1.498,4.677,128.172
3.932793825496833,1.5110767005975239,25.9400924094541,1.5,4.683,130.687
3.9335495425499776,1.510145648273278,25.93639943251222,1.5,4.683,133.203
3.9350238837296416,1.5147179501384438,25.936448065268767,1.5,4.683,135.734
3.9359206767108477,1.511765126132005,25.939567174475304,1.5,4.683,138.25
3.9371761673174204,1.5110611294467824,25.940638526373466,1.5,4.683,140.781
3.938197525214079,1.5112771644579952,25.94143006874181,1.498,4.683,143.25
3.9389784555769487,1.5133441542470674,25.94758020385615,1.5,4.688,145.718
3.939800398066744,1.5131232599916602,25.949534996422333,1.5,4.688,148.187
3.9409281860802885,1.5087057805214181,25.949511765782642,1.5,4.688,150.656
3.9418773381477714,1.509721292323647,25.942686494949474,1.5,4.688,153.14
3.942815383461988,1.508001660779465,25.946406527183363,1.5,4.688,155.656
3.9435310245056647,1.5101208138273547,25.946522975765543,1.5,4.694,158.187
3.944793700582057,1.5088651899775132,25.940871341968716,1.5,4.694,160.703
3.9454875511965026,1.5096973169209797,25.94337863621181,1.498,4.694,163.218
3.9463773765565566,1.514082152401029,25.945148739868614,1.5,4.694,165.75
3.9469850272138083,1.5113384400691934,25.9456627068195,1.5,4.694,168.265
3.948058338372582,1.5083922464290525,25.94906263862432,1.5,4.694,170.828
3.948603414470919,1.5120315766234877,25.94288594301862,1.5,4.699,173.328
3.9496062229835567,1.5119276722649506,25.947192129835003,1.5,4.699,175.797
3.9502620493460703,1.5095435298133515,25.95322001755011,1.498,4.699,178.265
3.9510503302868365,1.5110820155849565,25.952773083739558,1.498,4.699,180.781
3.9522879200069423,1.50908845086915,25.954593646637065,1.5,4.699,183.312
3.9529961290157005,1.5104821414440484,25.960498557541136,1.498,4.699,185.828
3.9535902223442365,1.5092922380595621,25.95554626706163,1.5,4.699,188.359
3.954200598366721,1.508714691092807,25.969619139886568,1.498,4.704,190.875
3.9549005740014223,1.5120544200946877,25.960368514091744,1.5,4.704,193.406
3.955999030959457,1.5099300083510478,25.955899565174203,1.5,4.704,195.922
3.9563696018691124,1.5105084955646317,25.961071902971476,1.5,4.704,198.437
3.9570580415360563,1.5117222314856325,25.96531494325981,1.498,4.704,200.968
3.9578775058550324,1.5102832791080445,25.967694687153315,1.5,4.704,203.484
3.9584806974786964,1.511475580550755,25.9616575285128,1.5,4.704,206.01500000000001
3.9592526251045834,1.5077015013676303,25.966931358606054,1.5,4.704,208.531
3.959982227341379,1.5106541800738018,25.969268130837584,1.5,4.704,211.0
