voltage,current,temperature,current_charge,voltage_charge,time
3.2746976254091873,8.222865339708116e-05,31.64827378798208,-0.0006,0.002,0.0
3.0748162871179514,-2.2572421269163248,31.63506694703174,-2.2691,1.993,2.5319999999999965
3.3810092554867075,1.49003912577132,31.63002647762765,1.4995,4.111,5.5319999999999965
3.4010966605953548,1.491536185339735,31.622105078698727,1.4995,4.136,8.36
3.416330992488176,1.4895465094691407,31.588256156062876,1.4995,4.149,11.265999999999998
3.4291222272648727,1.49074459696045,31.548558885898036,1.4995,4.161,14.140999999999998
3.4407759240549156,1.4877592952706147,31.511362943532507,1.4995,4.174,17.031999999999996
3.451966617926562,1.4879832390825174,31.477342279854135,1.4995,4.187,19.906999999999996
3.461858400713633,1.4912440706092605,31.43030463010142,1.4995,4.2,22.766
3.471876247463862,1.4919134281646695,31.39271798620842,1.4995,4.212,25.656999999999996
3.4808418996381616,1.4909601907634256,31.34544711337242,1.4995,4.225,28.484999999999996
3.489817812365837,1.4904811994929157,31.3082838850323,1.4995,4.225,31.343999999999994
3.4983892088472475,1.4896846800165626,31.265381200683212,1.4995,4.238,34.218999999999994
3.506411107110937,1.4881876506371523,31.237659215671638,1.4995,4.25,37.062999999999995
3.5147123379257565,1.4894366958187746,31.19626822064689,1.4995,4.25,39.907
3.522254811078291,1.4854985880587894,31.161149571242593,1.4995,4.263,42.766
3.529551153422451,1.4899462226095777,31.12522515937304,1.4995,4.263,45.625
3.5366816917794797,1.4899416374965695,31.08042147791492,1.4995,4.276,48.532
3.543843668657895,1.4914528884675449,31.04167695628522,1.4995,4.288,51.407
3.5508247417068906,1.4901425538946649,31.005130295616883,1.4995,4.288,54.327999999999996
3.557439536741691,1.4883771736108027,30.970413302333075,1.4995,4.301,57.25
3.56385317003652,1.4903164574277263,30.93428288459382,1.4995,4.301,60.141
3.5704468272746714,1.490009571036075,30.88760414428171,1.4995,4.314,63.125
3.5765972863626936,1.4896501934066102,30.85192901649125,1.4995,4.314,66.032
3.5822094314151935,1.4887466547914427,30.81953761418748,1.4995,4.326,68.907
3.5882367252034912,1.488811489230932,30.793839794632255,1.4995,4.326,71.797
3.5937802625257413,1.4924081121559643,30.76371542619467,1.4995,4.339,74.68799999999999
3.599398955151768,1.4910120089512382,30.73176923173255,1.4995,4.339,77.61
3.604717345224589,1.4901161943192522,30.684915358014745,1.4995,4.339,80.578
3.610034055900339,1.4927449966403266,30.647316955479603,1.4995,4.352,83.51599999999999
3.615133511870896,1.492961322747352,30.617678481741763,1.4995,4.352,86.422
3.620517662317033,1.4888324771059223,30.569972549197907,1.4995,4.364,89.328
3.625636581362022,1.4905085790544952,30.536516281757674,1.4995,4.364,92.31299999999999
3.6304240350638133,1.4911145779509518,30.501889470867454,1.4995,4.377,95.25
3.635379819312078,1.4902792203009987,30.465434076121333,1.4995,4.377,98.172
3.6397949849742837,1.4910576273310128,30.43687445821013,1.4995,4.377,101.094
3.644778567634648,1.4897858184012516,30.41512794804947,1.4995,4.377,104.032
3.6492231200888288,1.4913226765596093,30.37829106774111,1.4995,4.39,107.032
3.6536565110882235,1.4910122754021615,30.346668283875122,1.4995,4.39,109.985
3.658056942372623,1.4936288563213578,30.299860348486508,1.4995,4.402,112.922
3.6624015195795723,1.4889747200504047,30.273118740454922,1.4995,4.402,115.922
3.666365086295386,1.4904853524274868,30.240236552060843,1.4995,4.402,118.89099999999999
3.6705030067497564,1.4909753672130641,30.197838749337055,1.4995,4.415,121.907
3.6747032149937056,1.4893859467410082,30.17072499037548,1.4995,4.415,124.907
3.678879849535495,1.4898063859896389,30.140856829496315,1.4995,4.415,127.93799999999999
3.6828498448496974,1.4892857428092883,30.108809230932504,1.4995,4.428,130.969
3.686951669284963,1.4916992768648585,30.080012934171716,1.4995,4.428,133.985
3.690961627654141,1.490980291343478,30.054053601406675,1.4995,4.428,136.985
3.694470172839618,1.4887710637708826,30.0216819845239,1.4995,4.44,140.016
3.698418344569117,1.4896011657614208,29.993025305694832,1.4995,4.44,143.016
3.7018842084545702,1.4897444700036537,29.95417291778195,1.4995,4.44,146.047
3.7056304487842397,1.4890837729621438,29.94021213521482,1.4995,4.44,149.047
3.7091469705003255,1.489905629392547,29.90286554596441,1.4995,4.453,152.078
3.712449512340113,1.4875297201327946,29.874697356906285,1.4995,4.453,155.125
3.7166621736547714,1.4876894539351693,29.84095521536006,1.4995,4.453,158.188
3.7196798886782103,1.4865959391131613,29.81156241397233,1.4995,4.466,161.28199999999998
3.7232152504780953,1.490236685788861,29.791103787561745,1.4995,4.466,164.35999999999999
3.7264764237475503,1.4880559684168913,29.756887249501602,1.4995,4.466,167.422
3.7296671350159922,1.490895908593299,29.724996142252042,1.4995,4.466,170.547
3.733117547465245,1.4935186340036475,29.692431659912614,1.4995,4.479,173.688
3.736513922032383,1.493659815986174,29.668657038273484,1.4995,4.479,176.78199999999998
3.739414308315477,1.487473263498363,29.635358004071218,1.4995,4.479,179.90699999999998
3.742802743707205,1.4932032978255214,29.601677015455536,1.4995,4.479,183.016
3.7458398948922986,1.4925218138034553,29.565317482673006,1.4995,4.479,186.15699999999998
3.7489597803284163,1.4910990483892914,29.53852881501851,1.4995,4.491,189.297
3.7519685737649446,1.4883165444702668,29.51162474359763,1.4995,4.491,192.453
3.7549001412675995,1.4920539183033188,29.46503774074369,1.4995,4.491,195.61
3.7580088089821158,1.4902340771370384,29.450890047883583,1.4995,4.504,198.735
3.761131419022274,1.4915983621280327,29.418754427450846,1.4995,4.504,201.86
3.763977049726323,1.4918091762365098,29.389278208146113,1.4995,4.504,204.985
3.766614728620832,1.4931839200529688,29.366153191563725,1.4995,4.504,208.125
3.7693370626485936,1.4897292052752447,29.337968391114202,1.4995,4.504,211.313
3.7720525175388446,1.4914014436350467,29.311030441884334,1.4995,4.517,214.453
3.774960879847787,1.4898056894754106,29.285465836517318,1.4995,4.517,217.60999999999999
3.7776335591627936,1.4902836674612654,29.251304053909706,1.4995,4.517,220.797
3.7799238655001615,1.4892995094469383,29.225969063952107,1.4995,4.517,223.969
3.782764653973761,1.4894483394088738,29.19446058624131,1.4995,4.529,227.172
3.785513595398846,1.4910268939391338,29.161612020543885,1.4995,4.529,230.375
3.7877726820576436,1.4934571363577827,29.139015879567836,1.4995,4.529,233.61
3.790456408794752,1.488584289675439,29.109466001934823,1.4995,4.529,236.891
3.792636802847243,1.4890785287651798,29.083694653794172,1.4995,4.529,240.125
3.795112951154129,1.4909683157564255,29.052299216830285,1.4995,4.529,243.36
3.797650786683921,1.4881347139099734,29.023260655492976,1.4995,4.542,246.672
3.7996625121295953,1.4910924392628795,29.0084448970115,1.4995,4.542,249.938
3.8019485020454797,1.4893095063994335,28.977983485502104,1.4995,4.542,253.188
3.8037583616063126,1.491200472225855,28.94622491198674,1.4995,4.542,256.5
3.8058445203052185,1.4918842767986382,28.919154037913255,1.4995,4.542,259.782
3.8075416004512967,1.4911597585805274,28.887328224096915,1.4995,4.542,263.172
3.809339361741471,1.491196279234242,28.86541703051378,1.4995,4.555,266.5
3.810884911999941,1.4948193901107443,28.829808004588322,1.4995,4.555,269.828
3.812494405189453,1.4893275934501256,28.812560793440984,1.4995,4.555,273.188
3.813701290446775,1.49380377246806,28.792962932840833,1.4995,4.555,276.516
3.8152991617479266,1.4893525193196202,28.767818795252182,1.4995,4.555,279.875
3.816577678284556,1.4921278893466305,28.740652907142803,1.4995,4.555,283.266
3.817927347788774,1.4905443487580976,28.718789230789,1.4995,4.555,286.641
3.8189522939036418,1.4902211861763324,28.697698423688585,1.4995,4.555,290.016
3.8200621093870994,1.4884703570257316,28.675146610563868,1.4995,4.555,293.438
3.820771432762159,1.4883559139655602,28.64222449061329,1.4995,4.555,296.844
3.8217426351870287,1.4911061407580661,28.626159600049093,1.4995,4.555,300.25
3.8226507637218075,1.4899733072103976,28.606087768419915,1.4995,4.567,303.672
3.8233818684448537,1.4905902401168265,28.57714409514424,1.4995,4.567,307.078
3.8242462526977032,1.4916043432214423,28.556315928726963,1.4995,4.567,310.532
3.8251797515503347,1.4914753701296761,28.53270749275018,1.4995,4.567,313.985
3.82578177189053,1.4914972510378097,28.516473791600493,1.4995,4.567,317.453
3.826373889846986,1.4908689733800158,28.503558106879957,1.4995,4.567,320.907
3.82709968073449,1.4912544044953184,28.485067246211916,1.4995,4.567,324.407
3.8280872659175964,1.4908144168704096,28.457330032254106,1.4995,4.567,327.875
3.828704261676934,1.4901644169650718,28.442451651027056,1.4995,4.567,331.36
3.8293550300426324,1.4907494408372692,28.42412491574457,1.4995,4.567,334.844
3.8300125912518146,1.4915149635141522,28.387026397137447,1.4995,4.567,338.36
3.830750430913583,1.4932093099844483,28.37983490086583,1.4995,4.567,341.907
3.8312900025189465,1.4903801460176787,28.360280986061625,1.4995,4.567,345.516
3.832113860452699,1.4905871003329605,28.342298339489215,1.4995,4.567,349.047
3.832771085907516,1.4908108319984017,28.324827495283024,1.4995,4.567,352.61
3.8333730272296154,1.4896843293790165,28.295423196404993,1.4995,4.567,356.297
3.8343401226548393,1.4885669629533669,28.281261221993887,1.4995,4.567,359.907
3.834702809782745,1.4914064282572936,28.252660451349094,1.4995,4.567,363.5
3.8356282117296807,1.490568252692672,28.23576586375884,1.4995,4.567,367.094
3.83622871900938,1.4885881007596562,28.21959729307958,1.4995,4.58,370.735
3.836934086468813,1.489325814482803,28.199240758617997,1.4995,4.58,374.344
3.837406544974492,1.4911155476247935,28.18003296198125,1.4995,4.58,378.016
