discharge,voltage,temperature,time,capacity,soh
1,2.4757677568281857,39.16298653238707,3690.234,2.035337591005598,100.0
2,2.35152551190002,39.2462026826329,3672.344,2.0251402460314116,99.49898508143073
3,2.4404797151065436,38.999202460252846,3651.641,2.013326371345464,98.91854698908898
4,2.4791558539003917,38.843627771866515,3631.563,2.0132846655407413,98.91649790372313
5,2.280187848173442,38.97798888258284,3629.172,2.000528337624771,98.28975529491258
6,2.4392842568466446,38.83989920742278,3652.281,2.0138990759931645,98.9466850557287
7,2.2812068449406446,39.04610837498471,3650.828,2.013101105626967,98.907479256665
8,2.366410527029613,38.87507521022778,3572.453,1.9687898262728398,96.73038197560734
9,2.436020049578708,38.7260539826455,3550.594,1.9681661764334244,96.69974087497759
10,2.1864377487643725,38.98629728904917,3551.25,1.9572307917560536,96.16246466459876
11,2.3406023605912454,38.65978861919643,3530.25,1.9455991514129352,95.59098009149795
12,2.4263021374140443,38.84979195732924,3491.016,1.9347505044841131,95.05796547137973
13,2.4753697700007034,38.75128344015104,3470.281,1.9232799539368028,94.49439554578115
14,2.342364523655007,38.76853764058789,3470.0,1.911889930948487,93.93478209204011
15,2.188400081882664,38.84686112344348,3450.297,1.9010667141979305,93.40301690486008
16,2.1206980945954057,38.865889781652804,3429.407,1.8891989948061458,92.81993331989463
17,2.369981457799298,38.647578733807656,3409.484,1.878278372248849,92.2833824005014
18,2.247991649924625,38.79218188173866,3390.422,1.8675697161520206,91.75724579573611
19,2.8844463698113665,38.77022223929529,3390.281,1.8675892574453767,91.75820589657847
20,2.2033558468593775,37.54320599748628,3591.734,1.979626548250818,97.26281070025072
21,2.35887751155593,37.90362577530197,3552.297,1.9575499080884022,96.17814345585967
22,2.218672914041916,37.6701605139887,3531.578,1.9458150170787551,95.6015859814876
23,2.339723057947995,37.34166959188387,3492.907,1.9242461121680094,94.5418647339628
24,2.3997508208942735,37.28979017254232,3511.594,1.9459811331421641,95.60974757905957
25,2.491410879472442,37.16794481484507,3431.9370000000054,1.901407930553079,93.41978151219875
26,2.7669269890921613,37.51577848501052,3431.125,1.878674213680085,92.3028308415357
27,2.8356128467177313,37.24165964092258,3412.406,1.8683061328264219,91.79342734506018
28,2.9283946351511094,37.27233216178077,3410.688,1.8560244070082998,91.19000283836426
29,3.077114957598757,37.207134503019795,3410.718,1.8451997961855777,90.65816915777205
30,2.819560586845831,37.49607769896255,3392.719,1.857228890885317,91.24918141799353
31,2.4343006861812118,37.250073961181094,3470.672,1.9247760889090635,94.56790349742867
32,2.9187757391682454,37.39699052067588,3414.109,1.8822317526092551,92.47761948322794
33,2.973956908852585,37.2852066420257,3395.219,1.855276687885587,91.15326597829659
34,3.0334333724088656,37.080390421974414,3386.0,1.8392508917181876,90.36588818710266
35,3.061692514035773,36.98024266357476,3368.187,1.8185396073994429,89.34830346748316
36,3.0864214480405137,37.598741245467004,3368.266,1.8134770059567056,89.09956824708976
37,3.137787321824542,37.33680914521836,3358.719,1.7971018450305436,88.29502550201761
38,3.1501156392374963,37.39499820465976,3339.5,1.7810046294120476,87.50413873759919
39,3.1738920422499453,37.35233964342659,3331.265,1.7710130422682329,87.01323309187394
40,3.1972071497430035,37.58677381866742,3321.188,1.7604712448170943,86.49529456915789
41,3.227568458837217,38.207044569893476,3321.844,1.7502913788006587,85.9951384249673
42,3.2308580821504327,38.340431886092745,3311.828,1.7394925037732578,85.46456919285944
43,3.199633267433362,38.521539672721865,3327.391,1.7546766553637203,86.21059538809914
44,3.1898103242112006,38.03707160241571,3312.078,1.7659390941842175,86.7639403894526
45,3.2499622126804124,37.934285687720596,3293.172,1.7337887419624838,85.18433254632082
46,3.2761786217774986,37.88470784051604,3275.328,1.713325912040734,84.17895486292434
47,3.2892337937863383,38.065368726791895,3265.016,1.7024077813673466,83.64252637451848
48,2.934951679828825,39.788440481350335,3328.937,1.82371946178183,89.60279954741002
49,3.0133583509832325,39.212903178007906,3329.266,1.8081284050314708,88.83678132914206
50,3.0981920097302105,38.66937823121345,3301.579,1.7757610945034283,87.246513912519
51,3.167346834112308,38.5170065164806,3283.563,1.7447409841836798,85.72243699983238
52,3.228685511716086,38.292505299491516,3275.125,1.729207034132373,84.95922454210778
53,3.2595724548548413,38.52091685291118,3265.656,1.7081086552553244,83.92262113192731
54,3.2774199521442657,38.95436345473558,3266.093,1.6975954237461768,83.40608610817466
55,3.309541910489555,38.731363854696035,3257.594,1.6820634524029463,82.64297086813447
56,3.3229457962953464,38.74827601131975,3248.593,1.6714768322295086,82.1228301199745
57,3.3268774953647884,38.84227056628921,3238.766,1.6607591387047655,81.59624948921793
58,3.336400100467817,39.221381996208315,3240.14,1.651121015038069,81.12271017518528
59,3.3562313241233728,39.466510899162515,3230.109,1.6401349256190927,80.58294274458677
60,3.371466361383496,39.352653481724175,3229.7810000000027,1.6291999416165441,80.04568622012265
61,3.396018761698921,39.31890647034385,3212.469,1.6088496302961666,79.04583678923177
62,3.3938825218600814,39.47196886600465,3213.219,1.6035244898969248,78.78420253146665
63,3.3978158698372107,39.74009698783903,3203.578,1.5989712144027983,78.56049146190021
64,3.416423032732188,39.03600072360686,3195.125,1.5876273123575604,78.0031440176547
65,3.417549528683359,39.16106395962828,3195.3129999999946,1.5829719744686166,77.77441842886215
66,3.427505386148378,39.20051799483514,3186.297,1.567137636713563,76.99644735295674
67,3.4347508426334845,39.15878418316098,3176.438,1.5613446139713882,76.71182514739364
68,3.448198019924908,39.18225956809825,3167.593,1.5511711892790419,76.21198547768459
69,3.447136358493749,39.38159156766375,3167.719,1.5406741606295171,75.69624653118686
70,3.455115440595922,39.44712875501599,3159.077999999994,1.5253138744624433,74.94156650980108
