discharge,voltage,temperature,time,capacity,soh
1,3.062112709085676,40.59042914535701,3690.234,1.89105229539079,100.0
2,3.0792262382335167,40.26023408628707,3672.344,1.880637027686859,99.44923428456647
3,3.0632655470968633,40.27558633997852,3651.641,1.8806626717011388,99.45059035569906
4,3.0394209081813037,40.29314715799111,3631.563,1.8807709009833444,99.45631358622364
5,3.0431671777523723,40.268872630219796,3629.172,1.8794508728285058,99.38650969142624
6,3.1233879823287563,39.67620802332074,3652.281,1.8807003517117404,99.45258289766596
7,3.1185821288267825,39.803817662926164,3650.828,1.8799352523566075,99.41212397661985
8,3.0484292097717485,39.88810476942348,3572.453,1.8815088124038797,99.49533479268811
9,3.0162462022532277,39.95162250671474,3550.594,1.8696907870385844,98.87039039563994
10,3.005452831952688,40.052021854718284,3551.25,1.870052380139199,98.88951165957833
11,2.966533480141811,40.1213838436794,3530.25,1.8700442394188577,98.88908117331621
12,2.9583476203190093,40.174657039770814,3491.016,1.8596518987766364,98.33952785490447
13,2.896976191688246,40.016434730174936,3470.281,1.8590746560862206,98.30900290898825
14,2.8760046514911854,40.16569230743226,3470.0,1.8590084577709232,98.30550230165662
15,2.9490333218639506,39.46139677634257,3450.297,1.8593622586957048,98.32421151057929
16,2.8175785425628526,39.5636595172155,3429.407,1.8587355450601035,98.29107051087615
17,1.8575547668336483,39.628948319501816,3409.484,1.847817291322145,97.7137065868551
18,2.1657556124208934,39.225347214914876,3390.422,1.8485252916137047,97.75114607455649
19,2.0270686341513207,39.4126321606434,3390.281,1.848378951850034,97.74340753850292
20,2.990508602000316,39.95874037686836,3591.734,1.8807805437609766,99.45682350219242
21,2.9244436686756003,40.31302300333008,3552.297,1.8814721597443598,99.49339657767368
22,2.985701673091382,39.359447242364645,3531.578,1.8810954313244785,99.4734749488113
23,2.8624482917296183,39.454159451189874,3492.907,1.8710089649779995,98.94009644991608
24,2.9139323032496045,39.641748274009444,3511.594,1.8701995151941375,98.89729225111972
25,2.0506492642329937,38.86906912217273,3431.9370000000054,1.8706715362800985,98.92225301434723
26,1.8254369744762284,39.11839966443177,3431.125,1.8596124644020169,98.33744254109715
27,2.134879000684994,38.68010761281634,3412.406,1.860033909718346,98.35972882674649
28,1.970455493406623,38.863045678198645,3410.688,1.8591653109160768,98.31379679174215
29,1.8132694309760007,39.14531169811219,3410.718,1.8481398178778288,97.73076198804469
30,2.0483657324095637,38.8380564174779,3392.719,1.849201702126164,97.78691507545129
31,2.8828887698944623,38.95965174080089,3470.672,1.8834677437950846,99.59892428071969
32,2.1177799354077496,39.053875772291974,3414.109,1.8628211117905844,98.50711777410832
33,2.1637448793153697,38.699551697978606,3395.219,1.852085039652352,97.93938772431541
34,2.0456561472058055,38.6052414906155,3386.0,1.8469504648208708,97.66786827220949
35,2.1356202266992863,38.42604747702835,3368.187,1.836828431169018,97.13260895248978
36,2.042987153745025,39.0468968949422,3368.266,1.8371619619672275,97.15024626474299
37,1.9786162394118947,38.836764958613884,3358.719,1.8316722583718854,96.85994738677316
38,2.15845357648832,38.49981470604549,3339.5,1.8211470951317783,96.30337032828774
39,2.092603698932653,38.582340147970775,3331.265,1.816506091511515,96.0579512231908
40,2.1528886431678034,38.787499833494046,3321.188,1.8113815601504555,95.78696287593303
41,2.0537418826405966,39.31221126031847,3321.844,1.8116056333939583,95.79881200586186
42,2.0793300586339956,39.40567993360536,3311.828,1.8060548955557403,95.50528559986307
43,2.0759793304520757,39.32802757827611,3327.391,1.8132041826994056,95.8833442691601
44,2.0674349483094465,38.6112528181758,3312.078,1.8062641938283535,95.5163534203101
45,2.037264031192436,38.569726951286874,3293.172,1.7958310249900458,94.96464108196085
46,2.1632674190148338,38.34572083526661,3275.328,1.7858852600390451,94.43870295876657
47,2.106631526845483,38.482540634946716,3265.016,1.7803268604502753,94.14477139472058
48,2.1809272860788376,41.0499421893331,3328.937,1.8150756899575577,95.9823107156573
49,2.1773498094527195,40.361944885615415,3329.266,1.8157025154845838,96.01545763224729
50,2.180136101967249,39.6676965288026,3301.579,1.8002432178056673,95.19796053200334
51,2.1286295199076855,39.481181404811096,3283.563,1.7904476205609308,94.67996336880418
52,2.8191493135378414,39.419051143069204,3275.125,1.780343032300132,94.14562657201503
53,2.7914986722149657,39.72196117128354,3265.656,1.775328769596812,93.88046929870528
54,2.912699551286945,40.041366724781085,3266.093,1.7702629734732853,93.61258690667022
55,2.99598771253577,39.66314441864834,3257.594,1.760081061854204,93.07416120348377
56,2.97267687251875,39.84751541049116,3248.593,1.749647593537689,92.52243302854406
57,2.981408978015783,39.743357771631004,3238.766,1.749650075059311,92.52256425292258
58,3.0307473063064005,40.07246786936068,3240.14,1.745028739214683,92.2781851918098
59,3.0390623366854363,40.247716114003914,3230.109,1.7396457455286727,91.9935291989993
60,3.073271766798443,40.27220819224188,3229.7810000000027,1.7285642277717963,91.40753177397374
61,3.0987788360066437,39.89848456781458,3212.469,1.723900324588418,91.16090172599749
62,3.1213682588066063,40.0571305311587,3213.219,1.7139788776485192,90.63624955407813
63,3.134628907491469,40.240711749549135,3203.578,1.7139701997004613,90.63579065888634
64,3.121005705744245,40.12941739090177,3195.125,1.7036521173638766,90.09016416501656
65,3.1645013695815067,40.3959693732437,3195.3129999999946,1.7040137474382486,90.10928738414982
66,3.210026375746328,40.18751058333668,3186.297,1.6935716157343033,89.55710108399319
67,3.2105896114065064,40.14605167557969,3176.438,1.6876577363877656,89.24437153331117
68,3.211652712511208,40.18846095484838,3167.593,1.6830744356583152,89.00200379231205
69,3.2367890789594935,40.2789498830108,3167.719,1.6779270142025482,88.72980500287017
70,3.236252355469797,40.310727434969614,3159.077999999994,1.6732060275966172,88.4801563486559
71,3.2381402568717146,40.31733812871393,3148.829,1.6674367208253988,88.17507188402843
72,3.2607912474890384,40.332563430145015,3149.094,1.6622662630667526,87.90165492082501
73,3.2576377743116076,40.431258866851486,3140.547,1.6574243065763063,87.645609305257
74,3.2561979569093245,40.46247985933005,3131.625,1.652538684928734,87.38725464951953
75,3.2612376667863723,40.40103455658551,3121.907,1.6472174627573322,87.10586517211738
76,3.2767912255627567,40.4426971996319,3122.125,1.6364136810898071,86.53455460107405
77,3.280204681321995,40.26214977673693,3121.672,1.6362554312048496,86.52618625053486
78,3.246330916016724,40.645668361956844,3120.86,1.641119179218384,86.78338421514901
79,3.2847935310270984,39.95209030011925,3103.828,1.6315700789656966,86.27842196339309
80,3.278208354451213,40.165034583244065,3095.094,1.621213282987236,85.73074826850355
81,3.2985123960309424,40.36674175781141,3095.781,1.6164273214762122,85.47766370163623
82,3.2892126252156215,40.88269125311642,3094.328,1.615823510161921,85.44573379066746
83,3.296160957280199,40.856332202254556,3086.531,1.61672418029789,85.49336177737963
84,3.3160994964500823,40.778024611598504,3085.625,1.6108655863730026,85.1835557535501
85,3.2993497050936234,40.5829305350897,3067.203,1.6006603374309376,84.64389595847521
86,3.2941059341780656,40.6345689985191,3058.157,1.5959174487005663,84.39308910654776
87,3.321071654405696,40.75070125010339,3058.812,1.5962179519462243,84.40897990165642
88,3.3148956836726917,41.0672419235651,3058.578,1.5958065114633972,84.38722267771132
89,3.285250365344493,41.40590880756584,3049.328,1.5906507821480704,84.11458456358338
90,3.167885572406937,41.01558674901627,3177.219,1.6888211161855506,89.3058917673428
91,3.2155768977103443,41.31851435911838,3082.937,1.6259938279733204,85.98354640622486
92,3.237322371764735,41.4002950560853,3074.266,1.6157433862812898,85.44149679093846
93,3.265128362055365,41.2508092329952,3066.0,1.6056626764846538,84.90842270191371
94,3.296447022937046,40.95362783962595,3056.437,1.5949746921524348,84.34323556466374
95,3.2937623817098896,40.989022190981714,3048.219,1.5904102438871945,84.10186475348281
96,3.295607974447043,41.02622774121347,3039.218,1.5853517062988178,83.83436619721833
97,3.31453089957125,41.01371342582121,3039.047,1.5799737147242376,83.5499747191144
98,3.316265649872767,41.04923314430273,3030.375,1.5752185465278068,83.29851852152426
99,3.3180552739333047,41.05277512550887,3021.0,1.569798484648868,83.01190234003897
100,3.337661100143437,41.02092182377061,3021.75,1.5702565375950357,83.0361244595057
101,3.3084712639892704,41.34840278359994,3012.265,1.565249873909438,82.77136902689281
102,3.31616190352511,41.23753665797544,3002.641,1.559633933561147,82.4743946723507
103,3.3086447213643893,41.21700308433066,3012.0,1.5649820533392105,82.75720651161599
104,3.2797614304472664,41.89753189273277,3020.11,1.57497949984227,83.28587758683834
105,3.2816898392310923,41.90270996402953,3002.172000000006,1.5652811168780458,82.77302117414882
106,3.3192912535815724,41.48233804274523,2992.703,1.559755497470126,82.48082304608076
107,3.271441637834264,41.641162265997195,2964.468,1.549897685670499,81.95953593923268
108,3.3355119582476673,41.433877603827945,2983.375,1.5438771531345021,81.64116650277282
109,3.3092626414326762,41.8543569979417,2975.297,1.5450187488690073,81.70153478223752
110,3.3329781009294663,41.78271326384125,2974.9850000000006,1.5445940154102908,81.6790746176111
111,3.333293705571698,41.62744766181303,2966.25,1.5343086721758876,81.13517938745419
112,3.335626153934355,41.552128441464966,2956.359,1.5287603942958483,80.84178306554588
113,3.330409249627142,41.839167194182565,2956.344,1.5289260249179843,80.85054171397351
114,3.3206227363539624,42.23998716092915,2956.406,1.529091650133123,80.85930007647583
115,3.325515911717548,42.040902384977116,2947.266,1.5239059324661248,80.5850761600015
116,3.333109444153607,41.803429062834496,2937.984,1.5186675419100615,80.30806686899294
117,3.3357107086010784,41.6886924602386,2929.125,1.5136482266426952,80.04264241301145
118,3.3309398112357202,41.988171601182124,2928.454,1.5136050185229033,80.04035754125528
119,3.325286281364161,42.33252236723314,2929.375,1.5139470614867965,80.05844498202711
120,3.275520043283547,41.63553796804361,2946.031,1.5339599193158786,81.1167371232789
121,3.308772267470376,41.470498076928735,2955.438,1.5391372798653098,81.39051911027366
122,3.301562663091317,41.54038193238441,2937.625,1.5236247972838737,80.57020955991136
123,3.32941289444089,41.13947017697289,2929.078,1.5135813035589147,80.03910347947992
124,3.3330073089590666,41.09041922644824,2918.375,1.5077850749847914,79.7325953734772
125,3.3472440649292157,41.10034021580957,2919.812,1.5031960676037333,79.48992586125676
126,3.3383192077980985,41.03075447325996,2900.422,1.4978220596995881,79.20574504207775
127,3.3540043455800244,40.99688397371006,2901.375,1.492848534633516,78.94274199989883
128,3.3701802702751755,40.88481342461614,2901.187,1.492414389867026,78.91978415957107
129,3.34604333393751,41.09400879501426,2891.64,1.487482776538081,78.65899743564148
130,3.351868703717653,41.01377835587309,2882.906,1.482535148640411,78.39736385153971
131,3.37126103928545,40.90635248178393,2883.265,1.4827874322228984,78.41070476141842
132,3.363638143826266,41.06596192416311,2882.969,1.476971179775059,78.10313778074762
133,3.358875203139184,40.84520330629611,2891.656,1.4819015554137276,78.36385905485969
134,3.3421591187111686,41.12807910254104,2901.25,1.4981366198874824,79.2223791768746
135,3.3565594399139247,41.094988453128494,2891.703,1.4820775214392872,78.37316424573085
136,3.3536423529046835,41.11877573165318,2883.016,1.4771155312812152,78.11077117652985
137,3.3568006007742333,40.980034990626955,2873.453,1.4720772783056488,77.84434528297595
138,3.377870432421932,41.017509953482886,2874.031,1.472248013656454,77.85337387257239
139,3.3707190923138297,41.299420742573055,2874.234,1.4670106672274665,77.57641979564112
140,3.3763359727220545,41.105738037939375,2864.984,1.4617672495335379,77.2991446665128
141,3.3771082923856097,40.87704013237699,2855.093,1.4566952670489708,77.03093513592873
142,3.394007023604369,40.730219862268235,2855.625,1.451354972758956,76.74853711324945
143,3.3898074174795547,41.03226257370644,2855.594,1.451615926257375,76.76233649357621
144,3.3952983014087663,40.89527781087817,2847.437,1.4468161332173683,76.50852050701118
145,3.3858376143595152,41.02491521192672,2847.36,1.4467570607768785,76.50539672029024
146,3.3898811613377484,40.815968345794715,2837.328,1.4413797481446793,76.22104114507394
147,3.4073421752557596,40.65138669632271,2837.281,1.4362456252208178,75.94954559011889
148,3.4005242640322146,40.965385542419945,2838.515,1.4368154153924828,75.9796764422933
149,3.387847710477503,41.11319128215138,2828.328,1.4362945145860047,75.95213088960034
150,3.3798450546195107,40.78738321989129,2838.265,1.4418575315878015,76.24630662526647
151,3.3659558392373436,40.73001188190229,2864.547,1.4672063484781797,77.58676753965592
152,3.3610293799331203,40.990354594470126,2846.39,1.4518640367848885,76.77545672975997
153,3.388753259523979,40.62521315513875,2837.969,1.4471379752748499,76.52553971151791
154,3.4010627300929737,40.58944296824891,2838.156,1.441790586562399,76.24276653144855
155,3.403129377479551,40.584393586876246,2829.843,1.431630947911111,75.70551863639822
156,3.3918482072725205,40.884444140401214,2829.625,1.4318084249673686,75.71490373149528
157,3.402983452982521,40.65159637790841,2819.437,1.4262562585106868,75.42130177927987
158,3.4181159643802896,40.53138082339522,2819.579,1.4260877528924913,75.41239109930522
159,3.3989491882730096,40.821433488540606,2810.672,1.4212633510031694,75.157273781763
160,3.417481499281654,40.643362943412974,2811.485,1.4163272748795108,74.89625106252409
161,3.3973259676404037,40.97063567014205,2802.422,1.4165781829175994,74.90951923277514
162,3.417693830341496,40.74888323397497,2801.625,1.4108401729425177,74.60608976183626
163,3.409762325973159,40.93461596721165,2802.031,1.4109949628347804,74.61427514584918
164,3.4184683760945394,40.74175890345818,2793.39,1.4061714290398801,74.35920373366997
165,3.410207417331352,41.00964443691023,2793.39,1.4063358479692922,74.36789830704656
166,3.4288993052838492,40.80558697887537,2792.485,1.4004552399066514,74.05692816217145
167,3.372148496187205,40.92586026351328,2802.016,1.4217865046055154,75.18493846367691
168,3.383856648869605,40.57390100608222,2820.39,1.4324552720625434,75.74910940083355
