voltage,current,temperature,current_load,voltage_load,discharge_time,ic
4.196870541112335,0.00013702983643256727,24.616751003686066,0.0006,0.0,0.0,33177.54155406883
4.196306304007259,-0.0020286175672633955,24.62118758852362,0.0006,4.211,9.36,96.23440605360545
3.984261559961837,-2.0157103342351737,24.652277133989056,1.9982,2.967,19.563000000000002,915.3566964297589
3.963880434141962,-2.0122591451496556,24.708222251703365,1.9982,2.949,28.891,1138.3740390879657
3.9474640372826553,-2.011625493958985,24.807458518542997,1.9982,2.943,38.235,1346.3683294260481
3.9335614523874955,-2.01395481739098,24.90632154062045,1.9982,2.933,47.594,1558.871214905885
3.9214732184013816,-2.0136821431981087,25.015688128328023,1.9982,2.924,57.016000000000005,1743.104705075837
3.910752118317387,-2.0138933350648713,25.122382650990545,1.9982,2.911,66.36,1902.9230840128437
3.9008830909469285,-2.014905695739012,25.23400224248173,1.9982,2.897,75.75,2100.9634218725555
3.8919881240924634,-2.0147169153943216,25.34249853309543,1.9982,2.888,85.094,2310.8045926953523
3.8838870496618623,-2.012788587538598,25.462941386863932,1.9982,2.881,94.45400000000001,2536.0046053270025
3.8764817003338083,-2.014183402432658,25.58613129068725,1.9982,2.875,103.844,2624.1023748402745
3.8693363998379993,-2.0129633312355244,25.696257991584336,1.9982,2.859,113.219,2938.3945075754928
3.8629764641820414,-2.015853460054052,25.814915502882002,1.9982,2.855,122.563,3014.3489271138733
3.8567767837694977,-2.0127247291965453,25.93251432999608,1.9982,2.849,131.907,3187.76627938568
3.8508855112124585,-2.0129411366589283,26.043228635394474,1.9982,2.844,141.297,3516.482527763342
3.8455534784632652,-2.0149336291321585,26.16124659154705,1.9982,2.838,150.672,3526.6264420504094
3.84026343702946,-2.0119027490523504,26.286180569338217,1.9982,2.834,160.0,4068.4000495765467
3.8356468802083197,-2.013466056991568,26.397279334725845,1.9982,2.83,169.391,4079.80639331616
3.8310510738899812,-2.012799163247397,26.510166365540083,1.9982,2.827,178.766,4151.395187824433
3.8265268117683973,-2.009744058006307,26.633029901439652,1.9982,2.823,188.157,4479.56881323769
3.822362125215337,-2.0133839666900344,26.740930865525456,1.9982,2.821,197.485,4783.963027781764
3.8184231315628843,-2.01213895856316,26.840410303540484,1.9982,2.817,206.907,4423.949549404554
3.8142060852806745,-2.0098444597887926,26.957024397374095,1.9982,2.815,216.235,4921.977794245584
3.8104031424835973,-2.0122642044601093,27.068150325249807,1.9982,2.811,225.594,5434.999528832706
3.8069532801790045,-2.0143300379889215,27.180893700218896,1.9982,2.809,234.969,4918.478766784667
3.803128520351425,-2.011447301635308,27.296931026859884,1.9982,2.806,244.375,5516.671534420392
3.7997409704704146,-2.011022030986932,27.403917003536897,1.9982,2.803,253.719,5372.949482509475
3.796262806370634,-2.0124122546941257,27.517537605024454,1.9982,2.8,263.063,5138.0615074226935
3.7926015033728353,-2.0119671431368964,27.620033858318383,1.9982,2.797,272.469,5589.120370637333
3.7892689575042846,-2.0132931576000512,27.733107840660697,1.9982,2.794,281.782,5242.925855895513
3.7857049170212425,-2.012378036626682,27.84430718762257,1.9982,2.791,291.125,5324.641555457953
3.7821891874073286,-2.0123228376626594,27.942600909962692,1.9982,2.789,300.485,5625.76548742982
3.778839598797191,-2.010144972090185,28.049770217239487,1.9982,2.785,309.907,5143.6118185935675
3.775182246597323,-2.0098278243006495,28.15372456768086,1.9982,2.782,319.313,4805.146159532441
3.771299742427707,-2.0146446404344083,28.25415623869957,1.9982,2.779,328.641,5700.211202170231
3.767993900006846,-2.0127277506416483,28.358634657384087,1.9982,2.775,338.063,4918.714243420751
3.764188433969652,-2.009860829331939,28.465827052308875,1.9982,2.771,347.422,5303.651154159813
3.760658790059095,-2.012873948592117,28.571035132109007,1.9982,2.769,356.782,4935.18245026524
3.7568595384227157,-2.0136844857882608,28.66575800077292,1.9982,2.765,366.157,4986.751667784114
3.7530995757758627,-2.013536425619152,28.76301575658925,1.9982,2.761,375.532,5335.229338551587
3.749608816744114,-2.011677630415013,28.85460016971861,1.9982,2.759,384.844,5003.661843208069
3.7458551658003567,-2.012749703780253,28.955305163637775,1.9982,2.755,394.235,5136.419155783081
3.742210992801172,-2.0115791093519,29.044814966174414,1.9982,2.751,403.594,4929.1874202022245
3.738394542259466,-2.0138588309191667,29.13754505810121,1.9982,2.748,413.0,5039.33153794926
3.7346797638490705,-2.014639339372925,29.227428492690102,1.9982,2.745,422.36,5233.044297638458
3.7311147261885984,-2.0126268068275754,29.323374082551737,1.9982,2.741,431.688,5042.204472494558
3.727396114596728,-2.01250999591831,29.40391792359015,1.9982,2.738,441.063,5077.998191913363
3.723703714699883,-2.012190444513104,29.483880822347043,1.9982,2.735,450.438,4917.026735067693
3.719890434640558,-2.0125843768547305,29.55957667680135,1.9982,2.731,459.813,4881.093819224739
3.7160425266314916,-2.0123929749120326,29.63405138328149,1.9982,2.727,469.204,5497.279059076424
3.712654668784026,-2.012055200144886,29.703694115845863,1.9982,2.724,478.516,5483.947362811863
3.7092414339804005,-2.014234395167642,29.77098929483593,1.9982,2.721,487.875,4746.885283170151
3.7052779929284956,-2.0129356029591685,29.830103363731514,1.9982,2.717,497.282,5665.057965706167
3.701984822741547,-2.0126225220456724,29.887719792960908,1.9982,2.714,506.61,5303.851227831406
3.698473412032613,-2.01129263640223,29.93830008339534,1.9982,2.711,515.922,5495.780357677439
3.6950788076660213,-2.01248227951343,29.98882479636296,1.9982,2.708,525.25,5412.535944449812
3.691608715237488,-2.0106623915104556,30.029237815299183,1.9982,2.704,534.641,5710.751760513168
3.6883198312537946,-2.0138544442853052,30.075716885147024,1.9982,2.701,544.032,5295.464907272385
3.68476735751836,-2.012371588277605,30.114692602342505,1.9982,2.698,553.438,5530.834735453892
3.681388482376746,-2.010691189055157,30.14761892579538,1.9982,2.695,562.782,6023.81763909062
3.678255253396254,-2.011732640531733,30.19002101957216,1.9982,2.692,572.219,5720.860256701378
3.67496134318792,-2.0123709831791246,30.21078568471451,1.9982,2.689,581.641,5921.76852721744
3.6717950593465605,-2.013793431600026,30.24966848898174,1.9982,2.685,591.016,5959.114417034504
3.668664392825597,-2.011966428479392,30.28286529527105,1.9982,2.683,600.344,5564.494206006193
3.6652948143327735,-2.012797596682522,30.30255000247982,1.9982,2.679,609.719,6184.924919971509
3.6622632496423995,-2.0140931152679453,30.32403911348215,1.9982,2.676,619.094,5997.314494943838
3.659136850315533,-2.014012185532045,30.35166913373313,1.9982,2.673,628.469,6208.783963984219
3.656126921139642,-2.013894105141565,30.373908822416254,1.9982,2.671,637.813,5816.522996593813
3.6529140051052784,-2.014842366068453,30.381029620927013,1.9982,2.668,647.157,5754.389089897655
3.649650409316636,-2.013101157967391,30.41141771255376,1.9982,2.665,656.547,6568.333850693238
3.6468003714797157,-2.0112509884046563,30.43010512540768,1.9982,2.662,665.907,6345.744392959617
3.6438557208851012,-2.0140056029145756,30.44960716301378,1.9982,2.66,675.25,5772.557168603654
3.6406127906804744,-2.013435303256989,30.46880971652594,1.9982,2.656,684.61,6796.994498480927
3.6378498047748367,-2.0117153341784246,30.485653925877028,1.9982,2.654,694.0,6482.174247580794
3.634961884875586,-2.0143338941091353,30.508723951887895,1.9982,2.651,703.36,6154.460139318759
3.631910439326362,-2.011590202297805,30.532779018399214,1.9982,2.648,712.75,6768.312053327364
3.62913544907,-2.0158201338957276,30.5518454946992,1.9982,2.645,722.141,6481.368781840376
3.626237604396723,-2.010591839505729,30.57629562585989,1.9982,2.643,731.532,6591.745184858179
3.623397992203734,-2.013079550042663,30.596373262327237,1.9982,2.64,740.891,6383.080988838927
3.620455526013372,-2.012926460082208,30.62654375768847,1.9982,2.637,750.282,6618.683120562436
3.6176181035748125,-2.0127027303804623,30.65492366646015,1.9982,2.634,759.672,6568.216106584739
3.6147728865940154,-2.012840428150558,30.677509822116363,1.9982,2.632,769.016,6384.220868198544
3.611845669571639,-2.0137175657652624,30.703740427257458,1.9982,2.629,778.36,7339.579279191392
3.609299474580193,-2.011407760787344,30.734405735057617,1.9982,2.626,787.704,6942.014936325868
3.6065942081449784,-2.0146189770658665,30.75893443106408,1.9982,2.624,797.094,6466.536382480165
3.6036946651916906,-2.0116828489838547,30.804473461691316,1.9982,2.621,806.469,7084.744018944759
3.6010523678906248,-2.012106508843526,30.82472693328659,1.9982,2.618,815.829,6921.645908002301
3.598357055208069,-2.01494763104812,30.8740882837917,1.9982,2.615,825.157,6780.411365622614
3.5955917362636955,-2.012029588683612,30.91163798843822,1.9982,2.613,834.532,6731.5398997261345
3.592811094645459,-2.013140160074053,30.948384842655877,1.9982,2.61,843.891,6751.482119405861
3.5900431098282755,-2.0134949053453437,30.988016117708078,1.9982,2.608,853.235,8018.660364285967
3.587693091353378,-2.0125628583405946,31.023746243074022,1.9982,2.606,862.657,7207.164405180531
3.5851003934559125,-2.0120363865983486,31.054387352239637,1.9982,2.603,872.0,6914.696865848449
