voltage,current,temperature,current_charge,voltage_charge,charge_time
3.6883811258014063,-0.0001798803066096215,26.23687759735392,-0.001,-0.007,0.0
3.298656614783053,-3.763946782178309,26.242397398762428,-3.772,1.493,2.5
3.820843739289714,1.51093715153038,26.275698457079177,1.507,4.543,5.125
3.8354789707594947,1.5127306744513136,26.289063859463035,1.506,4.57,7.609999999999999
3.8434505248969946,1.5129109621001022,26.286355938591917,1.507,4.581,10.079
3.849542889545175,1.5155095120679514,26.28842312844915,1.506,4.586,12.61
3.8541654515765083,1.5099736910437425,26.274739022291385,1.507,4.592,15.079
3.85818134896144,1.5124670023823426,26.275463981569622,1.506,4.597,17.547000000000004
3.86173590878688,1.5120647745037301,26.27817488011393,1.506,4.597,20.016
3.8649708567328656,1.5145729947512494,26.27027909989771,1.507,4.602,22.5
3.868155609575142,1.5133221235302479,26.264014957260052,1.507,4.602,25.0
3.870617154550754,1.513984164721392,26.255321909164284,1.506,4.608,27.516
3.8735925448746396,1.514998938027935,26.24883672991479,1.506,4.608,30.047
3.875607254585149,1.5136993954174902,26.25280653236598,1.507,4.613,32.563
3.8780026796672047,1.5118335300037375,26.249825849582948,1.506,4.613,35.079
3.880148120797821,1.5114405822625117,26.238306903527768,1.507,4.619,37.61
3.882291414773941,1.5131140395771792,26.23964375248653,1.507,4.619,40.079
3.88393889159249,1.513363059723778,26.238560260208978,1.506,4.619,42.563
3.8863625366145382,1.5161588768263004,26.2311551906007,1.507,4.619,45.016000000000005
3.887996519318438,1.5099120609421002,26.23003104797089,1.506,4.624,47.5
3.889702139745448,1.513137755352417,26.231906104692637,1.506,4.624,49.969
3.8917088013678076,1.510803361456399,26.23289424526705,1.507,4.629,52.485
3.893288632842684,1.5132959881527943,26.235980216035188,1.507,4.629,55.016
3.894973015351795,1.5177246857419973,26.22812976614104,1.506,4.629,57.532000000000004
3.8969337593152513,1.5133456370442542,26.222682922334716,1.507,4.635,60.032000000000004
3.8984898297029744,1.5160598086031196,26.218619540826037,1.507,4.635,62.516
3.8997646121358702,1.5154072323451135,26.21546654691801,1.507,4.635,64.985
3.901524519368106,1.510368478146961,26.216980940018335,1.506,4.635,67.45400000000001
3.9031182713417807,1.5130034668231993,26.20915568970327,1.507,4.64,69.922
3.904646997933548,1.512224426215115,26.203896559438185,1.507,4.64,72.45400000000001
3.906275379960373,1.5136313647193862,26.206031645827746,1.506,4.64,74.969
3.90793804632624,1.5126907318334843,26.203355790219877,1.507,4.646,77.5
3.9093354230935455,1.5108295552625197,26.212300109893025,1.507,4.646,80.01599999999999
3.9108830363846083,1.5090774095694421,26.207140012105935,1.506,4.646,82.57900000000001
3.912456579665668,1.5118614618518316,26.20626028701412,1.507,4.646,85.15700000000001
3.9135468334813277,1.5106337198621405,26.212061088827962,1.507,4.651,87.672
3.915028875167014,1.513711968838274,26.207094143170128,1.507,4.651,90.20400000000001
3.9164923716120303,1.5134409762823275,26.208972962921848,1.507,4.651,92.719
3.91774916636885,1.5099728051316343,26.19962518784936,1.507,4.656,95.25
3.919201317991033,1.514216642901036,26.196722778850653,1.507,4.656,97.766
3.920577948980584,1.5166224628623675,26.20007559687119,1.507,4.656,100.282
3.921990768465522,1.5167399948967861,26.1954346281901,1.507,4.656,102.813
3.923332256915606,1.5122610085618209,26.1985271957995,1.506,4.656,105.32900000000001
3.9247565055037765,1.5137905902076052,26.201247966110472,1.506,4.662,107.86
3.925681366838619,1.5166914998639258,26.19052454025017,1.507,4.662,110.32900000000001
3.927119108704389,1.5127141120800323,26.189849294727324,1.507,4.662,112.797
3.9283339020181236,1.5122782212543828,26.193951922153,1.506,4.662,115.26599999999999
3.929914129859644,1.5145028127394016,26.185352555784696,1.507,4.662,117.735
3.9306723019072187,1.514242289330399,26.17860093191393,1.507,4.667,120.219
3.931823165071189,1.512919613675775,26.182015818384965,1.507,4.667,122.735
3.9332032570657143,1.5132717463698,26.17633718084396,1.507,4.667,125.26599999999999
3.934403467041712,1.5133275067502885,26.185480275270276,1.506,4.667,127.78200000000001
3.93551173820191,1.510353975890216,26.183662534182425,1.506,4.672,130.313
3.936760834503585,1.5120993834103411,26.1794523933079,1.507,4.672,132.829
3.9381062562915856,1.5138288601813363,26.1813128136491,1.507,4.672,135.344
3.9389756017099935,1.5155606183685997,26.181432267413,1.506,4.672,137.844
3.940172541106493,1.5138260868898987,26.18400105720694,1.507,4.672,140.313
3.9412753653663666,1.5130300990598098,26.183201289065725,1.507,4.678,142.844
3.9424136013365088,1.510634751633091,26.190410753071667,1.507,4.678,145.36
3.9431586085757875,1.5139229459925072,26.18500157124031,1.506,4.678,147.875
3.9444001530589277,1.5126296817409486,26.186098673858602,1.507,4.678,150.407
3.945806120343497,1.513525002359465,26.192344726744473,1.507,4.683,152.922
3.9467684714135616,1.5126568922957793,26.188133334448032,1.507,4.683,155.407
3.947559874247255,1.5139020056086823,26.185518734866875,1.507,4.683,157.875
3.9485252022415573,1.5158833753596657,26.194744517140833,1.507,4.683,160.344
3.949629964607439,1.5116909750643541,26.192614588426444,1.506,4.683,162.829
