voltage,current,temperature,current_charge,voltage_charge,charge_time
3.6516981465981155,-0.004710792073825769,26.05608753103845,0.0,-0.007,0.0
3.2731662508052812,-3.7108207873256394,26.05224698255141,-3.727,1.482,2.5619999999999976
3.778841395937489,1.5121549627772384,26.102543261192153,1.506,4.511,5.234000000000002
3.7947877068486866,1.5147423910802433,26.117578532708862,1.506,4.538,7.703000000000003
3.8051721536051066,1.5156075270553495,26.104407896777683,1.507,4.548,10.155999999999999
3.8133161501598245,1.5141357469263899,26.096925192577345,1.507,4.554,12.64
3.8201272327760942,1.5136248723938508,26.08871599545502,1.506,4.559,15.14
3.826683976231272,1.51456636086774,26.071886495666124,1.507,4.57,17.656
3.831955758788976,1.5129368462478798,26.06533858317723,1.506,4.575,20.186999999999998
3.836853553016005,1.5140083792601826,26.057658458955288,1.506,4.575,22.734
3.841269230409973,1.512906562686353,26.044594407021833,1.507,4.581,25.265
3.845217220062274,1.5133368599807757,26.030876162805853,1.506,4.586,27.781
3.848955050995834,1.5128461189817046,26.02447543347538,1.507,4.592,30.296
3.851897125881417,1.51297202939432,26.016191265470383,1.507,4.592,32.828
3.854670684243283,1.5108241821075363,26.006311890425163,1.507,4.597,35.296
3.8574960350333294,1.5121604283057721,25.999888259392005,1.507,4.597,37.765
3.859994584848596,1.5136115051707828,25.995504638926292,1.506,4.602,40.234
3.862427723952006,1.516002914023437,25.98738422975544,1.507,4.602,42.703
3.8644536536083804,1.5143871912778857,25.9806435386163,1.507,4.608,45.187
3.8666677525870385,1.5128666475203574,25.98515463401742,1.506,4.608,47.703
3.8685462190496613,1.5131484988620545,25.98275998905168,1.507,4.608,50.234
3.8702339788161946,1.5122075459908386,25.978247155687605,1.506,4.613,52.75
3.8720536637013185,1.5134095292565135,25.965685621816522,1.507,4.613,55.281
3.8733859200552248,1.5112497133630367,25.956113757286726,1.507,4.613,57.796
3.8752271752114247,1.5132041228696154,25.953155622636327,1.507,4.619,60.312
3.8766010618771465,1.5147683981138618,25.948782476634126,1.506,4.619,62.843
3.878209169919509,1.5142034720529327,25.941004260009887,1.507,4.619,65.35900000000001
3.8792054319830744,1.5114665929058144,25.936044906664502,1.507,4.619,67.89
3.8806924348071252,1.5135550628616659,25.926871681767928,1.506,4.619,70.406
3.882070653733218,1.5145947975021528,25.923204874354642,1.507,4.624,72.937
3.8830565887722353,1.5122362127835414,25.933271920969545,1.506,4.624,75.453
