voltage,current,temperature,current_charge,voltage_charge,charge_time
3.664242570583009,-0.001846439446676413,26.000462641684354,0.0,-0.007,0.0
3.282528323487574,-3.7240786297616295,26.00681804073018,-3.742,1.488,2.5780000000000003
3.7926269910700454,1.5147989406731381,26.04786365209153,1.507,4.527,5.281000000000001
3.807997355042598,1.5135314876147739,26.057501614366306,1.506,4.548,7.75
3.8181849721446417,1.519370785389264,26.05765334354127,1.507,4.559,10.25
3.826443999533489,1.515315937088214,26.040834628402788,1.507,4.565,12.719
3.8326694902697565,1.5156962594495753,26.03369893397022,1.507,4.575,15.187
3.838399864063021,1.5138800152785366,26.02908432929685,1.506,4.575,17.75
3.8430633664952247,1.5112568138853404,26.013742841944513,1.507,4.581,20.266
3.847530028096906,1.5113953802834812,26.00809796804146,1.507,4.586,22.781
3.851161935219733,1.5094323984945408,26.00080241905135,1.506,4.592,25.311999999999998
3.8542417201868266,1.5129708239063937,25.98590900634083,1.507,4.597,27.828000000000003
3.857524967219092,1.513615666654719,25.980531112440516,1.507,4.597,30.311999999999998
3.8600075624828123,1.5125459527111287,25.972868802114903,1.506,4.602,32.781
3.86246910805013,1.5123599277082278,25.966000563566652,1.507,4.602,35.25
3.864988056429864,1.5110516421702371,25.96370353752108,1.506,4.608,37.719
3.8670876042911972,1.514715465664511,25.95246790426646,1.506,4.608,40.187
3.869495070126944,1.5137778203975885,25.946470334596732,1.507,4.608,42.719
3.871175294754411,1.5127911973294004,25.94334024771953,1.507,4.613,45.187
3.8729999943936035,1.5160771293814495,25.941638373591765,1.507,4.613,47.656
3.874729159061307,1.5124525845477879,25.937380805243087,1.506,4.619,50.125
3.876465440727706,1.5128981427150083,25.930635348332387,1.506,4.619,52.641
3.8779501082842933,1.513730555990647,25.921598458529683,1.507,4.619,55.172
3.879508838073944,1.5130824112498276,25.922860922302416,1.506,4.619,57.687
3.880851934863846,1.5138277056022282,25.92471270761854,1.506,4.619,60.219
3.8826882778588945,1.5140520712900298,25.917928464443108,1.507,4.624,62.734
3.883680046753699,1.5136343965370223,25.914305963881045,1.507,4.624,65.266
3.8852130917203134,1.5123215963306793,25.914025175169407,1.506,4.624,67.781
3.8866682474944114,1.5149220668916559,25.905674542746887,1.506,4.629,70.297
3.8878339125833197,1.5148039649689315,25.901146893296104,1.506,4.629,72.797
3.889218131360467,1.5122607831058437,25.902911249841704,1.507,4.629,75.297
3.890281072064239,1.515700607934868,25.900747093922966,1.507,4.629,77.812
3.8916390511371586,1.5096093049520032,25.89513662856025,1.506,4.635,80.328
3.8929550927372336,1.5121040430179948,25.88956576154264,1.507,4.635,82.85900000000001
3.894356720074603,1.5107590113549012,25.897822721060134,1.506,4.635,85.375
3.89546340644241,1.514846229009442,25.881660998819008,1.506,4.635,87.906
3.896586173414774,1.5129877448117606,25.88385214351259,1.507,4.635,90.422
3.8980446836643114,1.5113175398940513,25.878988994109935,1.506,4.635,92.953
3.898780405822178,1.5143114388969803,25.885493088519336,1.506,4.64,95.469
3.9000463733352704,1.5127840856186732,25.88341652099352,1.507,4.64,98.0
3.9011565984428898,1.510665494263597,25.875191012255012,1.507,4.64,100.51599999999999
3.902248929489388,1.514200427329239,25.8754745411035,1.507,4.64,102.98400000000001
3.903223821551013,1.513107089851634,25.866686469143772,1.506,4.646,105.453
3.9046137571022674,1.5124786728236197,25.86716112413309,1.507,4.646,107.922
3.9056388256485994,1.5152932429200174,25.875082000462978,1.507,4.646,110.453
3.9067857750640895,1.5102296653743097,25.86747294221279,1.507,4.646,112.969
3.907427555049082,1.5154311328551433,25.87116842780465,1.507,4.651,115.5
3.908902624546142,1.5155340994455482,25.86850806361434,1.507,4.651,118.016
3.9095248063118864,1.516049732666599,25.863374945604388,1.507,4.651,120.531
3.910815241662423,1.5136491193277275,25.868035464381297,1.507,4.651,123.062
3.9120119533522404,1.5128431221196674,25.867182559132836,1.507,4.651,125.578
3.912966088549231,1.5119574705376606,25.866535521740648,1.507,4.651,128.094
3.9135088020299613,1.516791007539756,25.859221506561408,1.507,4.656,130.625
3.9150152192594,1.5127145036378487,25.85601027245083,1.507,4.656,133.141
3.9155575661387005,1.5175606125867314,25.856978504665495,1.506,4.656,135.641
3.916910136903994,1.5143352130843515,25.855013956245994,1.507,4.656,138.109
3.9180148018419145,1.5107911328407073,25.858111228027038,1.507,4.656,140.578
3.9187514570848268,1.511276895706591,25.862698165301136,1.507,4.656,143.094
3.91944457689416,1.5154956310201781,25.866585866486613,1.507,4.656,145.625
3.9207761072865575,1.5138912995424572,25.856571903630222,1.507,4.662,148.141
3.9214673344823416,1.5122694493953623,25.862126217695383,1.507,4.662,150.672
3.9227241267274584,1.513756186300378,25.86463566280955,1.506,4.662,153.187
3.922842403076187,1.5145845285176716,25.86739999731913,1.507,4.662,155.719
3.92411105404683,1.5132658844489664,25.85964627217223,1.507,4.662,158.234
