voltage,current,temperature,current_load,voltage_load,time
4.175489274573356,-0.004452889231145896,24.268721113141215,-0.0006,0.0,0.0
4.17561570814845,-0.0037766213378683127,24.26604433063594,-0.0006,4.191,16.844
3.9713782114617304,-2.010074578457761,24.34834068410869,-1.999,3.078,35.782
3.95069642458013,-2.009015712772845,24.495713865079342,-1.999,3.054,54.0
3.9352890866678845,-2.0103794227620018,24.65958263111142,-1.999,3.03,72.141
3.922722432011988,-2.010287777520944,24.816546804490027,-1.999,3.017,90.25
3.911960298084075,-2.011142601659783,24.980462832406207,-1.999,3.007,108.453
3.902359793883542,-2.0099686929016443,25.15039059304948,-1.9988,3.0,126.516
3.893637701619186,-2.0091587149090167,25.316413635668464,-1.999,2.993,144.703
3.88590362985586,-2.0137081409620037,25.48980453269852,-1.999,2.986,162.797
3.8781123052614834,-2.010290772798463,25.645857488369487,-1.999,2.979,181.078
3.8714420975655215,-2.0099276167450784,25.82048629916739,-1.999,2.973,199.219
3.8648025339844536,-2.0127401908158182,25.975646581231693,-1.999,2.966,217.422
3.8583873248721976,-2.0101143596695445,26.13243717696994,-1.999,2.96,235.64100000000002
3.8523781660411203,-2.0112047290092736,26.291192385648294,-1.999,2.955,253.797
3.846520235789599,-2.0102059173268003,26.438743667819118,-1.999,2.95,272.0
3.841145578112314,-2.0095800579393157,26.593651362352407,-1.999,2.945,290.157
3.8356842102375674,-2.008628322523694,26.745906837005105,-1.999,2.939,308.344
3.830630911622806,-2.0102745969805236,26.889591657107296,-1.999,2.935,326.532
3.8256431995280664,-2.0110418073604133,27.02632718068314,-1.999,2.93,344.75
3.820586520961966,-2.0096125985351123,27.175068976313376,-1.999,2.925,362.922
3.8160679060850993,-2.0114952006321247,27.318792015830045,-1.999,2.921,381.063
3.811322012695366,-2.0105122805667373,27.462338933589404,-1.999,2.917,399.282
3.8065294551837203,-2.009182430518484,27.590350917399533,-1.999,2.912,417.5
3.8017045131622886,-2.0129696700918376,27.742534514452704,-1.999,2.907,435.782
3.7972075182882685,-2.0098182147906183,27.878419449813762,-1.999,2.903,453.938
3.792221724666183,-2.0104691557255334,28.00699118749078,-1.999,2.897,472.266
3.7876273779585565,-2.0110211642677793,28.129532701762592,-1.999,2.893,490.625
3.782762388092561,-2.0083909841652074,28.257601047959238,-1.999,2.889,508.797
3.7782637902755205,-2.0146756268214814,28.360308968292237,-1.999,2.884,527.016
3.773382331349977,-2.009254582534371,28.49613404733912,-1.999,2.879,545.203
3.7686788839473264,-2.0100878813222045,28.597021931826422,-1.999,2.875,563.391
3.7639877192280755,-2.01215838956595,28.699687354319984,-1.999,2.87,581.657
3.759470944083258,-2.010928275585768,28.784830679448163,-1.999,2.865,599.891
3.754935389565393,-2.0121007324764117,28.867111172777136,-1.999,2.861,618.078
3.7504624272501026,-2.0106506426255986,28.94591189315988,-1.999,2.857,636.328
3.7461150715682376,-2.0092883265491848,29.014575218989037,-1.999,2.852,654.578
3.7415665409503926,-2.0118385365782228,29.076251618302326,-1.999,2.847,672.907
3.7373393986408536,-2.009976282191224,29.131683140017206,-1.999,2.843,691.188
3.7333484223567477,-2.009254756310723,29.16775672519017,-1.999,2.839,709.516
3.7289402422026967,-2.010165620719909,29.220304386920088,-1.999,2.835,727.735
3.7248923762067805,-2.0085163804535737,29.25587747613593,-1.999,2.831,745.922
3.720755214388351,-2.00977947072647,29.293445545410393,-1.999,2.827,764.297
3.716922774198449,-2.011425685725069,29.326343910048767,-1.999,2.823,782.516
3.712683119960014,-2.010429537933012,29.369208627813087,-1.999,2.819,800.813
3.708969681775435,-2.008009741015606,29.40029912014579,-1.999,2.815,818.985
3.7047757290975,-2.009280206640251,29.428115047608127,-1.999,2.811,837.219
3.7012046956612203,-2.0121781871329825,29.473623730009994,-1.999,2.807,855.5
3.697142495620873,-2.0102917232015947,29.514304869830923,-1.999,2.803,873.672
3.693317559928667,-2.008992468983598,29.545475915539008,-1.999,2.799,892.141
3.689426194884815,-2.0096814099915865,29.60083450246558,-1.999,2.795,910.5
3.6855514399231604,-2.009184463363238,29.638740261565907,-1.999,2.792,928.735
3.681833247070387,-2.0117993987193397,29.68120051202551,-1.999,2.788,947.078
3.6780603260741875,-2.0077453562689205,29.734143414493886,-1.999,2.784,965.391
3.6742428814667583,-2.0094808847391787,29.7847801152328,-1.999,2.78,983.657
3.670563153102053,-2.0102291715034637,29.83940684364612,-1.999,2.777,1001.922
3.666562811439823,-2.0116130895075037,29.898404473926306,-1.999,2.773,1020.375
3.66307904572049,-2.010918267321093,29.95149862313399,-1.999,2.769,1038.719
3.6592828279274148,-2.011348132895739,30.00525743201248,-1.999,2.765,1057.11
3.6554112757951516,-2.0122234188070194,30.075240747721207,-1.999,2.761,1075.5
3.651997943531659,-2.009634136784289,30.140628980701226,-1.999,2.758,1093.828
3.6481248546614795,-2.0102055915916934,30.196476831893104,-1.999,2.754,1112.219
3.6447847241294546,-2.0116368696803693,30.253386391069373,-1.999,2.751,1130.594
3.641255718421943,-2.0093212342560034,30.306528852584183,-1.999,2.747,1148.953
3.637593713769677,-2.0103660077596293,30.37707610095821,-1.999,2.744,1167.328
3.6339807023125545,-2.0121339308333144,30.43072227810217,-1.999,2.74,1185.891
3.630538686230772,-2.0102744124538185,30.496174761344715,-1.999,2.737,1204.25
3.6272071026805963,-2.008355379405568,30.557433885655293,-1.999,2.733,1222.578
3.623679885524553,-2.00900499834557,30.61798789753099,-1.999,2.73,1240.985
3.6206940261411087,-2.0140879336662314,30.67365850991615,-1.999,2.727,1259.328
3.617040009375222,-2.009351335911133,30.735137120233823,-1.999,2.723,1277.75
3.6132758246623675,-2.0082362118823633,30.786651989864097,-1.999,2.719,1296.219
3.610319209928658,-2.0119940284326403,30.853130381849965,-1.999,2.717,1314.766
3.6069259776086033,-2.0115170135742586,30.911177940000538,-1.999,2.713,1333.172
3.6037069352446416,-2.01317210289011,30.959518174973816,-1.999,2.709,1351.547
3.600426212195945,-2.011139133515402,31.02688303728183,-1.999,2.707,1370.063
3.597386485590561,-2.010862545552909,31.077076681860227,-1.999,2.703,1388.453
3.594008878963764,-2.0120436682365015,31.133992566580176,-1.999,2.7,1406.875
3.590905563499506,-2.009212553645573,31.187761271067323,-1.999,2.697,1425.438
3.5876771471466995,-2.0111442852140247,31.245260972220436,-1.999,2.693,1443.985
3.584644408394144,-2.0128855396288055,31.298622243319592,-1.999,2.691,1462.516
3.5817411516015105,-2.0101795372909046,31.357430855179175,-1.999,2.687,1481.063
3.578495377032435,-2.00733049197166,31.409978249586114,-1.999,2.685,1499.516
3.575428945127039,-2.0056748991829934,31.460686414123852,-1.999,2.682,1518.0
3.5726103925604202,-2.011838084146004,31.528394542658315,-1.999,2.679,1536.453
3.5698656258089674,-2.011055578626638,31.569651682693102,-1.999,2.676,1555.032
3.5669154879360736,-2.0094303296357148,31.62539000419164,-1.999,2.673,1573.657
3.563933297584936,-2.0127523060520836,31.683515794237135,-1.999,2.67,1592.235
3.560994932280148,-2.0120424446094796,31.731975058409954,-1.999,2.667,1610.797
3.5585374505400527,-2.0102097245196937,31.779343003818646,-1.999,2.664,1629.375
3.555282034585249,-2.012164256382739,31.831859785603857,-1.999,2.662,1647.86
3.5529669179353554,-2.010360444911782,31.894457283541946,-1.999,2.659,1666.453
3.5504705717756093,-2.0126465932566284,31.943830815467212,-1.999,2.656,1685.016
3.5476583450271306,-2.01233920388683,32.0032912890346,-1.999,2.654,1703.594
3.5449710474967038,-2.0110521431668413,32.051919778761146,-1.999,2.651,1722.188
3.5425368217552156,-2.0098105441902883,32.09834002931321,-1.999,2.649,1740.907
3.5399029488372307,-2.0120734597376218,32.16465207249388,-1.999,2.646,1759.5
3.537532619952188,-2.00959823133947,32.20679073647473,-1.999,2.644,1778.172
3.534922107399149,-2.0105196293760748,32.258093661276426,-1.999,2.641,1796.766
3.5325042532457536,-2.012881019814123,32.30952956045435,-1.999,2.639,1815.453
3.530153374191007,-2.012442375531084,32.358878185244414,-1.999,2.636,1834.125
3.5277637899994243,-2.0103836471198364,32.40424165946523,-1.999,2.634,1852.75
3.5255319709622213,-2.0130483449255845,32.45171606131688,-1.999,2.632,1871.375
3.523185077107203,-2.0070482241225784,32.50633954611856,-1.999,2.63,1890.188
3.5210784639197037,-2.0077531181638615,32.55293431101226,-1.999,2.627,1908.938
3.5187984152456884,-2.0100491154765563,32.61374793828309,-1.999,2.625,1927.688
3.5166945136585848,-2.0131208540033225,32.65653477462137,-1.999,2.622,1946.438
3.514687592435055,-2.0107438802095965,32.702267356629434,-1.999,2.62,1965.188
3.512561751226084,-2.011299300390743,32.75468446602762,-1.999,2.618,1983.938
3.510335359830376,-2.0104295478987955,32.80553721713497,-1.9992,2.616,2002.875
3.508379266660202,-2.011067961904212,32.85834844986439,-1.999,2.614,2021.75
3.5063507670517247,-2.0087891734719894,32.906428068496744,-1.999,2.612,2040.532
3.5043608699074156,-2.0087429508331374,32.94648780111111,-1.999,2.61,2059.36
3.5025514231098813,-2.0083929562312,32.98785115126828,-1.999,2.608,2078.313
3.500630427306735,-2.0091396293266777,33.037019818636686,-1.999,2.606,2097.063
3.4987145899888668,-2.0097826316325693,33.092744745997784,-1.999,2.604,2115.782
3.4967486873913542,-2.010428645668466,33.138648061388665,-1.999,2.602,2134.563
3.49480706406928,-2.012102910362104,33.184409450714874,-1.999,2.6,2153.485
3.492719885143277,-2.01001129316619,33.239921303564486,-1.999,2.599,2172.297
3.490960042826487,-2.012492777127347,33.280525376824805,-1.999,2.596,2191.25
3.489232279588191,-2.010916849003466,33.33216271655789,-1.999,2.595,2210.094
3.4878047656326094,-2.009068764120958,33.38593111861938,-1.999,2.593,2228.953
3.4854808222353078,-2.0098845363432014,33.43104923709014,-1.999,2.591,2247.828
3.4833926289091703,-2.006741060755793,33.4954850364033,-1.999,2.59,2266.75
3.4818451474667587,-2.013743344208117,33.54791057975939,-1.999,2.588,2285.703
